,gene_symbol
5603,CCBE1
5604,KRT24
5605,IGKV4-1
5606,ADAMTS3
5607,OPRD1
5608,TMEM38B
5609,LACTBL1
5610,IGKV1D-8
5611,FAM58A
5612,OR13C4
5613,CCPG1
5614,ABCC12
5615,MICAL2
5616,SPATA13
5617,UNC5B
5618,KBTBD3
5619,GS1-259H13.13
5620,PRPH
5621,PPP1R32
5622,NLRP7
5623,LINC00935
5624,CTC-463N11.4
5625,TSTD3
5626,LAMB4
5627,GPR82
5628,HOXC12
5629,FOXE1
5630,DLG1
5631,CHRM3
5632,ELSPBP1
5633,CDKL4
5634,CEBPZOS
5635,MCAM
5636,TRAJ19
5637,CALR
5638,ACP7
5639,DNASE1
5640,IL23A
5641,SYT9
5642,INHBE
5643,GUK1
5644,IP6K2
5645,MRPL28
5646,VPS37B
5647,DENND2A
5648,UBD
5649,ESRP2
5650,RANBP1
5651,HOXC4
5652,PTPN9
5653,MTERF1
5654,HR
5655,PSMC1
5656,TCL1B
5657,TPBGL
5658,MAD1L1
5659,UBL7
5660,GGNBP2
5661,ATP1B1
5662,ZDHHC6
5663,LETM1
5664,OXCT1
5665,CISH
5666,TMCC1
5667,GNAI1
5668,FPGS
5669,MTOR
5670,SPATA9
5671,NUTM2F
5672,HTRA4
5673,CD1E
5674,DMBX1
5675,GRPEL1
5676,FBXL6
5677,CES3
5678,SORD
5679,CTD-2521M24.10
5680,HNRNPH1
5681,TMEM39B
5682,ARIH2OS
5683,PIK3CD
5684,TPM3
5685,PPM1E
5686,FCHSD2
5687,MGAT4B
5688,COA3
5689,PARD6A
5690,ATP6V1G2
5691,OSBPL10
5692,TCEA1
5693,NTN1
5694,PRAMEF4
5695,HAGHL
5696,GDNF
5697,OR2V2
5698,ZNF880
5699,SLC29A1
5700,BUB1B
5701,SLC26A4
5702,RELA
5703,ICOSLG
5704,TCHP
5705,MIR6861
5706,ZBTB49
5707,TOMM70
5708,GABRG1
5709,FOXRED1
5710,SRSF2
5711,DLK2
5712,NRBP1
5713,PLA2G2A
5714,TAF11
5715,IGLJ6
5716,POLI
5717,TBC1D10B
5718,NCKAP1
5719,SLC50A1
5720,UBA52
5721,IGFBPL1
5722,PLA1A
5723,BRCA2
5724,CSN1S1
5725,IL1RN
5726,KRT5
5727,SOX14
5728,LRFN2
5729,LRRC45
5730,OR5AC1
5731,TMEM80
5732,STK24
5733,TRBV6-2
5734,SCARA5
5735,CT45A1
5736,SNW1
5737,FAM199X
5738,SLC2A4
5739,DNAJC30
5740,CACNG1
5741,GTF2E1
5742,C1orf141
5743,LRPPRC
5744,THOC3
5745,MGAT2
5746,PLAGL1
5747,MIR6848
5748,PCDHB15
5749,IGHV1-45
5750,FOXO1
5751,THEMIS
5752,LARP6
5753,C10orf71
5754,RPAP2
5755,ZNF646
5756,DECR1
5757,TUBA4A
5758,SCN7A
5759,ITPRIPL2
5760,DUPD1
5761,CCDC30
5762,FAM71F2
5763,GJD2
5764,FOXC1
5765,CFL1
5766,PSAT1
5767,DNAH2
5768,MMP14
5769,RP5-972B16.2
5770,PEX7
5771,OCLN
5772,NOP14
5773,PDS5B
5774,FBXW4
5775,CTNNBL1
5776,DDX53
5777,RP11-400G3.5
5778,DCAF7
5779,KLRB1
5780,ELMO3
5781,MIR6778
5782,RTP4
5783,UQCRHL
5784,RP11-463D19.2
5785,AC037482.1
5786,IFITM2
5787,CCDC27
5788,PSMB3
5789,GSAP
5790,GCSAML
5791,RAD51AP2
5792,AC005324.8
5793,LY6D
5794,ADGRB2
5795,ATOH1
5796,MOGS
5797,FUZ
5798,PIGK
5799,KRT35
5800,CHI3L1
5801,OR4F29
5802,HLA-DOB
5803,GUCA1A
5804,ACOT11
5805,LBHD1
5806,NCLN
5807,MSTN
5808,TRAJ34
5809,DRC1
5810,BMP15
5811,LRRC52
5812,ZMAT3
5813,GMPS
5814,SLC10A1
5815,ZNF503
5816,MAP3K4
5817,MMP16
5818,PRELID1
5819,MSANTD4
5820,CSNK1A1
5821,ADH7
5822,CCDC150
5823,C21orf140
5824,POP1
5825,TPP2
5826,GLRX2
5827,ATP6V1F
5828,GBP2
5829,C5orf15
5830,BAIAP2L1
5831,AFAP1L1
5832,ASTN1
5833,ZNF326
5834,MLKL
5835,SFXN2
5836,UNC45A
5837,ADH1C
5838,CKS2
5839,ZFP41
5840,C19orf53
5841,STON1
5842,WISP3
5843,BMPR1B
5844,MOGAT3
5845,ROGDI
5846,RABEP1
5847,MTFP1
5848,IL2RA
5849,ARL17B
5850,ASGR2
5851,ZNF469
5852,RBM42
5853,KLHL33
5854,ZNF395
5855,ADCY9
5856,OR5B2
5857,FAM114A1
5858,ZNF512B
5859,SOX13
5860,PLCXD2
5861,SHE
5862,SLTM
5863,NANOGP8
5864,ARPC4-TTLL3
5865,GALNT7
5866,SKI
5867,NLRP1
5868,RP11-467J12.4
5869,TCP11L1
5870,GOLGA6A
5871,GU182355.5
5872,SEC14L3
5873,PHTF1
5874,ART3
5875,RNASET2
5876,EFTUD2
5877,TAF13
5878,PHLDA2
5879,GAST
5880,NLGN4Y
5881,GKN3P
5882,MITF
5883,TNP2
5884,THOC1
5885,KIRREL3
5886,RBBP8NL
5887,CXCL12
5888,KDM6B
5889,PAPD5
5890,DNAJC9
5891,ERVK3-1
5892,GPCPD1
5893,SPSB1
5894,GRTP1
5895,HNRNPH2
5896,TRAJ3
5897,SNTB1
5898,CENPF
5899,CTC1
5900,TM2D1
5901,DIRC1
5902,MRPL16
5903,PON3
5904,AC236040.1
5905,LGALS2
5906,LIFR
5907,CDC40
5908,KLF2
5909,POGLUT1
5910,EFNB3
5911,ZFP14
5912,EIF3E
5913,PDE7A
5914,DCAF8
5915,P4HA1
5916,CLDN10
5917,MISP3
5918,CHRNE
5919,RGS5
5920,SFMBT1
5921,CCL15
5922,FTMT
5923,C2orf80
5924,LRRD1
5925,SCN4B
5926,PDLIM7
5927,KLK1
5928,USP42
5929,PAQR9
5930,B3GNT6
5931,FAM47B
5932,RP11-598P20.5
5933,ABL1
5934,BMX
5935,IL23R
5936,PSKH1
5937,BSX
5938,HIGD2B
5939,C1orf112
5940,ELMOD3
5941,MAGEB2
5942,RIMS4
5943,PREB
5944,FNDC11
5945,SPEF1
5946,CRLF2
5947,AC004556.1
5948,SBK2
5949,TLCD2
5950,OR6N1
5951,KCNB1
5952,OR8S1
5953,IGKV1D-12
5954,MAGEL2
5955,SEMA6D
5956,RCE1
5957,RAD54B
5958,TTLL3
5959,TMEM183A
5960,EVC2
5961,CCDC14
5962,JMY
5963,LACRT
5964,SPRR2E
5965,RIC3
5966,PPP1R35
5967,MYADM
5968,EIF1AX
5969,C1QL3
5970,STT3A
5971,GSPT1
5972,SLC25A28
5973,UCHL5
5974,CCDC34
5975,RP13-210D15.9
5976,RABGAP1L
5977,CEP76
5978,SUV39H1
5979,LGR6
5980,CANT1
5981,BCL2L15
5982,SPDYE2B
5983,ZNF101
5984,PITPNM1
5985,TMEM231
5986,TIPIN
5987,FXYD6
5988,TMEM19
5989,TADA2A
5990,IQCF3
5991,ATP6AP2
5992,MDH2
5993,RPS6KC1
5994,FXN
5995,FASTKD3
5996,TPGS1
5997,SDSL
5998,DNAJC28
5999,RNF14
6000,UPK3A
6001,CYB5A
6002,SHISA9
6003,B3GALT6
6004,SIRPB1
6005,RNF213
6006,MOSPD3
6007,OR6C68
6008,KLRC4
6009,OXTR
6010,FAM111A
6011,APRT
6012,ANTXR1
6013,AL354822.1
6014,HMCES
6015,OR5M9
6016,TFB2M
6017,GPX6
6018,HSPB11
6019,IGHV4-4
6020,RSPO2
6021,SIX4
6022,NEXN
6023,DDX19B
6024,UNC80
6025,ZNF138
6026,HIST4H4
6027,PLEKHN1
6028,CDCP2
6029,CNIH3
6030,GPS1
6031,RIN3
6032,SEH1L
6033,FLAD1
6034,C2orf42
6035,RHOD
6036,PINLYP
6037,OR5K1
6038,CCDC190
6039,SORCS3
6040,XKR7
6041,FGF21
6042,PKHD1L1
6043,CTNNA3
6044,CEP120
6045,MB21D2
6046,FRMPD4
6047,SAA2
6048,KLRG1
6049,GHSR
6050,GK3P
6051,TRMT10C
6052,SYBU
6053,SCRN2
6054,PIP5K1C
6055,METTL24
6056,ERMAP
6057,REG4
6058,WDR76
6059,ZNF155
6060,VASP
6061,GPAT3
6062,SLC12A7
6063,RP11-385D13.1
6064,TSGA10IP
6065,AADACL4
6066,TBC1D5
6067,PDS5A
6068,DIO1
6069,ASAH2
6070,TIMM10B
6071,RP1-309K20.6
6072,SEC61G
6073,TRAJ61
6074,CEP162
6075,ADAM19
6076,ABHD4
6077,FAM151A
6078,KIF25
6079,EDNRA
6080,ATP5O
6081,GPR139
6082,APEX2
6083,RPGR
6084,OR10S1
6085,C7orf34
6086,PPIP5K1
6087,PCNT
6088,NOVA2
6089,DNAJA2
6090,OR4K14
6091,FAR1
6092,IGHD5-24
6093,MINDY4
6094,CYB561
6095,C17orf53
6096,PPM1D
6097,DPH6
6098,RASIP1
6099,TRIM49D1
6100,HMGB1
6101,OPLAH
6102,RPSA
6103,C17orf107
6104,HSF5
6105,DGCR2
6106,ZNF816
6107,PIAS3
6108,CMC2
6109,CTSK
6110,NEK11
6111,ANKRD62
6112,RIMBP3B
6113,FAM175B
6114,EMP1
6115,AKT1
6116,ZBTB8B
6117,OR2L3
6118,AMIGO3
6119,SAMD9
6120,CASP9
6121,ARHGEF15
6122,DCAF12
6123,PACS2
6124,AKR1C4
6125,CDH23
6126,CASP4
6127,PDE1B
6128,RMND1
6129,AQP4
6130,FBXO4
6131,DPF2
6132,TNFRSF11A
6133,MMP27
6134,PLOD2
6135,ZSCAN26
6136,GNRH2
6137,FAF1
6138,TRIM11
6139,AARS2
6140,RANBP9
6141,ZNF8
6142,ZNF208
6143,SFRP2
6144,SNTG2
6145,CTC-360G5.8
6146,KANK1
6147,CCDC96
6148,TRGV2
6149,LYAR
6150,FAM228B
6151,OR8G5
6152,SNX2
6153,DNASE1L1
6154,BTRC
6155,CCDC134
6156,ADAM11
6157,MSANTD1
6158,IRF1
6159,TMED7-TICAM2
6160,MYEF2
6161,PHB2
6162,AUNIP
6163,DIRC3
6164,MRGPRF
6165,CKLF
6166,GMPR
6167,TBC1D3F
6168,SEC23B
6169,ZNF787
6170,RB1CC1
6171,L3MBTL1
6172,RETSAT
6173,PARK2
6174,DCDC2
6175,SARDH
6176,SLC41A1
6177,SULT2A1
6178,PTPN11
6179,ARMC7
6180,AC104532.2
6181,CLNK
6182,PF4V1
6183,YIPF3
6184,UNC5C
6185,IFNA6
6186,WASHC1
6187,CFAP57
6188,CYP46A1
6189,CDKN2AIP
6190,CRIP3
6191,ATP6V1G1
6192,TMEM30A
6193,TMEM121
6194,TRDV1
6195,RNPEP
6196,TTC3
6197,NFATC2
6198,KDELR2
6199,LNP1
6200,PXN
6201,PLXNA2
6202,AQP2
6203,CAPN3
6204,CSH2
6205,RP13-279N23.2
6206,COQ7
6207,CLDN3
6208,FJX1
6209,AC003006.7
6210,PCBD1
6211,RAP2C
6212,ZNF248
6213,CDK2AP1
6214,SLC26A7
6215,CBX7
6216,CALM2
6217,TRAV1-2
6218,OR2A25
6219,TMEM55B
6220,PPP2CA
6221,TWISTNB
6222,SLC10A2
6223,CLEC7A
6224,BNIP1
6225,PPP4C
6226,UBE2F-SCLY
6227,KEL
6228,FLII
6229,OASL
6230,SOWAHB
6231,AIM1L
6232,AKAP17A
6233,KLC2
6234,GOLGA7B
6235,RP11-392E22.9
6236,SCNN1A
6237,CRCP
6238,ZNF44
6239,SIRPG
6240,RP11-717K11.2
6241,C19orf18
6242,TELO2
6243,EXOSC6
6244,C7orf55-LUC7L2
6245,TBC1D26
6246,CASQ2
6247,NOP9
6248,MEIKIN
6249,PDZD7
6250,RHOV
6251,MRPS10
6252,CTTNBP2NL
6253,TCF4
6254,GIGYF2
6255,PLEKHA3
6256,KDM2B
6257,TIMD4
6258,RPS15A
6259,NPDC1
6260,PDHX
6261,CD44
6262,OR2AT4
6263,LRIF1
6264,COL17A1
6265,CDC123
6266,MLXIPL
6267,TRIM36
6268,CDT1
6269,HLA-DQA2
6270,GRIN2A
6271,KRTAP19-8
6272,RHBDF1
6273,C15orf38-AP3S2
6274,C15orf62
6275,KITLG
6276,IL13RA1
6277,STK38L
6278,CNPY3
6279,THRSP
6280,DDX25
6281,TLK2
6282,FGF23
6283,SLC25A42
6284,SLC22A18AS
6285,MRLN
6286,CDRT15
6287,PRSS45
6288,BRIX1
6289,AC013269.5
6290,SRP54
6291,AMBRA1
6292,SYT10
6293,LMO7DN
6294,TOR4A
6295,VPS45
6296,PC
6297,PDZRN3
6298,RAC1
6299,ARHGEF7
6300,METTL6
6301,RAB3B
6302,COQ3
6303,STEAP2
6304,GCC2
6305,PPP2R5E
6306,UGT2B28
6307,TTYH3
6308,SECISBP2L
6309,LDLRAD3
6310,C2orf68
6311,PCDH20
6312,HGF
6313,ECD
6314,TOMM20
6315,NECTIN3
6316,APEX1
6317,ZNF354B
6318,TRIM64
6319,HDGF
6320,PRL
6321,NPW
6322,FAAP20
6323,RBM12
6324,HBD
6325,EFHC2
6326,LNX2
6327,OR7G1
6328,ARHGAP24
6329,DLAT
6330,MS4A2
6331,UNKL
6332,TRIB1
6333,CHMP1B
6334,ATP5G1
6335,HEATR5B
6336,GABRB2
6337,SCAND1
6338,IL27RA
6339,CCL5
6340,ABCB9
6341,EPHA10
6342,OR2F2
6343,ASB14
6344,ZNF317
6345,B3GNT4
6346,MIR3614
6347,IGKV3D-20
6348,NT5DC1
6349,STX10
6350,MICALCL
6351,GLRB
6352,MIR7162
6353,FAM229B
6354,PPP6R3
6355,ANKRD20A3
6356,IL15RA
6357,KPNA6
6358,NOD1
6359,ADAMDEC1
6360,GRIN1
6361,PLA2G15
6362,RTN3
6363,ACTR3
6364,IGLV3-12
6365,ERO1B
6366,KRTAP19-6
6367,TRBV3-1
6368,FDPS
6369,SNRNP35
6370,SPEM1
6371,DRC7
6372,KRTAP9-9
6373,CCDC50
6374,GNB4
6375,RBMS2
6376,PNLIPRP3
6377,FAM159B
6378,CT47A6
6379,OR10K2
6380,TTC39A
6381,NR2E1
6382,STAP1
6383,C20orf173
6384,FKTN
6385,SUPT16H
6386,MIR3620
6387,RBM14
6388,CDH8
6389,TULP3
6390,ZNF610
6391,PHYHIPL
6392,CLK3
6393,KRTAP10-2
6394,OR10A5
6395,HSBP1L1
6396,RPP38
6397,SLC38A7
6398,LRRC58
6399,TRAV19
6400,KANSL3
6401,LRRC19
6402,TDRD12
6403,UGT2B17
6404,DDX49
6405,TRAV16
6406,TMEM266
6407,ADCY5
6408,HIST2H3D
6409,LRRC57
6410,CACHD1
6411,MCMDC2
6412,GADD45A
6413,CNNM3
6414,GSTP1
6415,RBM44
6416,SH3BP4
6417,CD8B
6418,GRK5
6419,MIR4785
6420,FAM212B
6421,SLC25A14
6422,QSOX1
6423,ZG16B
6424,CCER1
6425,BORCS7
6426,KIAA1586
6427,THOC2
6428,CHN2
6429,IGKV3D-15
6430,SMIM10
6431,TBP
6432,SLC35F1
6433,HMGB4
6434,SIGLEC6
6435,RABGAP1
6436,LHFPL2
6437,PRAMEF20
6438,HM13
6439,WDR66
6440,MRNIP
6441,PCGF5
6442,ADGRG3
6443,ATF3
6444,IGSF8
6445,IGKV2D-26
6446,USMG5
6447,USH1C
6448,GPRC5C
6449,F7
6450,COPS9
6451,RP11-294C11.4
6452,ZFP91-CNTF
6453,KLHL4
6454,RNF182
6455,TPRN
6456,OR10J4
6457,EED
6458,SLITRK2
6459,OR1N2
6460,PTBP1
6461,HIST1H3E
6462,MERTK
6463,GNL1
6464,UBXN2A
6465,ERCC5
6466,MAD2L2
6467,NAA16
6468,APOL6
6469,TNFRSF10D
6470,TMEM42
6471,ARHGAP6
6472,PPP1R37
6473,AK9
6474,PPAT
6475,PIP5KL1
6476,LARS
6477,KCNN4
6478,RFT1
6479,PTPRS
6480,ATP8B4
6481,OR4C15
6482,BAG1
6483,PHACTR2
6484,PELP1
6485,CLTC
6486,GMFG
6487,MICU3
6488,DAZAP2
6489,HAPLN3
6490,ADAM2
6491,LRRC24
6492,SNAP23
6493,IL1B
6494,OR1A1
6495,IGSF10
6496,SETD9
6497,PLAC8
6498,NAA15
6499,ELF1
6500,KRTAP13-3
6501,PTGR2
6502,CAPN6
6503,CYLC2
6504,UTP20
6505,ACO1
6506,PITX2
6507,PPP2R1A
6508,IRF2
6509,CES1
6510,STAC
6511,RP11-296A16.1
6512,OSTC
6513,BRPF1
6514,FLYWCH2
6515,PLK1
6516,GAGE2E
6517,FIG4
6518,MSRB1
6519,ITGA6
6520,RNF135
6521,CERS3
6522,SLCO1B1
6523,IVNS1ABP
6524,GATA2
6525,HMCN1
6526,RPS15
6527,RGCC
6528,CDC42EP1
6529,CAV2
6530,DCTN2
6531,ORMDL3
6532,SLC5A6
6533,C1orf68
6534,U2AF1L5
6535,CAMTA1
6536,LCE4A
6537,C3orf33
6538,SLC35G4
6539,CTD-2521M24.13
6540,C10orf35
6541,AMBP
6542,PDZD9
6543,BIN1
6544,MIR3605
6545,KIF18B
6546,IFI30
6547,RALYL
6548,ATP6V0D2
6549,SLC2A9
6550,HTR1D
6551,ZNF131
6552,ZNF705B
6553,CTRB2
6554,VPREB1
6555,VAPB
6556,OR13A1
6557,S1PR5
6558,P4HTM
6559,UBL5
6560,ZNF860
6561,LYZL1
6562,LAIR2
6563,CHRNG
6564,CTPS1
6565,AHSP
6566,COL20A1
6567,DDIAS
6568,KNCN
6569,PRSS48
6570,ROM1
6571,PLEKHA8
6572,SEC14L6
6573,AMTN
6574,CDYL2
6575,DTD2
6576,RPS20
6577,ZNF583
6578,PDXK
6579,SUMO1
6580,CD200
6581,GK2
6582,THEG
6583,SGK494
6584,ADAP1
6585,RBM39
6586,RP1-321E8.5
6587,RPUSD3
6588,SLC10A5
6589,PGRMC2
6590,TEX13B
6591,ZNF644
6592,C6orf15
6593,SLC4A3
6594,GAL3ST2
6595,LMF1
6596,APPL1
6597,CEP41
6598,WDPCP
6599,MMP17
6600,GSX1
6601,FAT1
6602,INTS14
6603,IGKV1D-17
6604,CRH
6605,TMEM108
6606,SLC7A1
6607,ZNF714
6608,ASCL4
6609,C14orf39
6610,NQO1
6611,TMPRSS3
6612,MBD6
6613,RGL4
6614,ZNF678
6615,C9orf43
6616,TMEM178B
6617,BRINP2
6618,PWWP2B
6619,UBASH3A
6620,GOLPH3
6621,IDI2
6622,MED29
6623,WWP1
6624,EVI2A
6625,HAUS6
6626,WDR77
6627,PIGU
6628,TGFBR1
6629,DIXDC1
6630,GABRP
6631,PLEKHG4B
6632,USP26
6633,SFI1
6634,CHST4
6635,GLIPR1L2
6636,SPINT4
6637,TMTC4
6638,CTC-554D6.1
6639,IGLV3-9
6640,CNPY2
6641,MAD2L1
6642,POLE3
6643,KRT39
6644,PRSS53
6645,SRRT
6646,MIR4793
6647,KIAA1549L
6648,SBNO2
6649,MTBP
6650,ZNF670-ZNF695
6651,BMP5
6652,OR4S2
6653,RRAS2
6654,MAU2
6655,CPM
6656,WT1
6657,FBXO8
6658,CLDN34
6659,YJEFN3
6660,CUTA
6661,TWF2
6662,SALL4
6663,KCNJ10
6664,ZC3H3
6665,ZNF134
6666,APOO
6667,LA16c-380H5.3
6668,DZIP3
6669,TTC28
6670,PIANP
6671,AC091304.1
6672,M1AP
6673,FAM45A
6674,DPH5
6675,RP11-637O19.3
6676,FOXA3
6677,AMZ1
6678,RP11-507M3.1
6679,ACSM3
6680,TMCO5A
6681,TRBV5-1
6682,PRKAR2A
6683,SLC25A5
6684,SLC30A5
6685,IGLJ5
6686,RRP7A
6687,ADCY3
6688,TCTN2
6689,FCGR3B
6690,ARF3
6691,POT1
6692,SUGP1
6693,ZNF491
6694,NELL2
6695,SYNE2
6696,HBA2
6697,NFYA
6698,GALNT2
6699,UVRAG
6700,IL22RA1
6701,IFIH1
6702,TMEM61
6703,SLC6A20
6704,TYW1B
6705,ANOS1
6706,FOXE3
6707,TRBV5-7
6708,OR9G9
6709,TM4SF20
6710,WASHC3
6711,ATPIF1
6712,SCNN1G
6713,ZNF287
6714,SLCO3A1
6715,AGRN
6716,SLC35F2
6717,STOML2
6718,SCP2
6719,DNAJC25-GNG10
6720,MTFMT
6721,LRRTM1
6722,CCDC160
6723,EXOSC8
6724,PMEPA1
6725,SEPT1
6726,SLC38A6
6727,ZNF571
6728,CDH5
6729,C5
6730,KDM4E
6731,DDX4
6732,C8orf48
6733,SMC6
6734,LRFN5
6735,MFAP4
6736,VSTM2A
6737,IGFN1
6738,IL22
6739,UBALD1
6740,TARSL2
6741,MRPS27
6742,TUBGCP4
6743,PDILT
6744,GAGE12E
6745,ZNF431
6746,DUSP3
6747,ZNF81
6748,CHAC1
6749,TFAP4
6750,DYRK3
6751,CARMIL1
6752,STOM
6753,OR10AG1
6754,ADAM12
6755,CLEC1A
6756,RGS2
6757,DNAJC10
6758,DHRS7C
6759,PRSS22
6760,FAM57B
6761,IDUA
6762,TAAR9
6763,TRIM49D2
6764,CDK5RAP3
6765,KCNJ4
6766,HNRNPLL
6767,TRAF3IP1
6768,TBX3
6769,EEF1G
6770,TRIM62
6771,CCDC154
6772,OR7A5
6773,SLC38A5
6774,SLC22A31
6775,EXT2
6776,PLXNA3
6777,PAX5
6778,CDH15
6779,TRIM55
6780,ODF3
6781,TMEM240
6782,RNF151
6783,POLR2I
6784,ATP6V0A4
6785,SFTPC
6786,GBGT1
6787,KLHL31
6788,NGF
6789,TRABD
6790,GDF1
6791,CDK10
6792,PPP1R13B
6793,MTDH
6794,IFNG
6795,CHRNA5
6796,CFHR3
6797,RP11-385J1.3
6798,SLC39A7
6799,FUCA2
6800,FMC1
6801,CAPN11
6802,B3GAT2
6803,G2E3
6804,PSCA
6805,KCNE4
6806,OPRPN
6807,MOB3A
6808,LIPJ
6809,RNF146
6810,MIR5010
6811,ARHGAP11B
6812,CASC4
6813,AFF2
6814,CHRM2
6815,TMEM63C
6816,IL17RD
6817,HPGD
6818,PRR32
6819,COL13A1
6820,SYT8
6821,CCT3
6822,NLK
6823,CBFA2T3
6824,GADD45G
6825,FCN2
6826,DPPA3
6827,MAGEA10
6828,PPA1
6829,UBE2B
6830,NUCB2
6831,C3orf14
6832,CABS1
6833,WDR1
6834,MALT1
6835,GJC3
6836,HUNK
6837,TAS2R50
6838,ENOSF1
6839,FAM200A
6840,CEP72
6841,ZNF213
6842,AVP
6843,MIR378I
6844,TRAV5
6845,TBC1D19
6846,RBMY1E
6847,NMT2
6848,RNF168
6849,HAUS5
6850,PRSS37
6851,ELK3
6852,KBTBD12
6853,DEFB115
6854,MTSS1L
6855,MIR3175
6856,SIX6
6857,FAM236D
6858,PCDHA2
6859,SP3
6860,RIPPLY2
6861,C6orf226
6862,RBMY1J
6863,KRT7
6864,MALSU1
6865,MT1M
6866,HS1BP3
6867,RC3H1
6868,MIR3064
6869,YPEL3
6870,ABHD13
6871,LTV1
6872,HORMAD1
6873,ASB5
6874,KLHL6
6875,CFAP47
6876,CCDC144NL
6877,POLG2
6878,PTGER3
6879,TAPT1
6880,C19orf25
6881,KRTAP9-7
6882,CKMT1B
6883,PPRC1
6884,FAM64A
6885,LHB
6886,OXLD1
6887,CH17-140K24.5
6888,AHI1
6889,CLIC1
6890,TMPRSS15
6891,CTD-2583A14.10
6892,DIO3
6893,PXMP2
6894,MBD2
6895,PROK2
6896,OR4M1
6897,LCE1F
6898,ADI1
6899,CLIC5
6900,PRR15L
6901,STEAP1B
6902,RPL22
6903,MAFA
6904,MARCH1
6905,SPOCK3
6906,WDR87
6907,EXD1
6908,FBXO44
6909,TIMM21
6910,IFNA1
6911,ECM2
6912,CYP3A7
6913,GALNT14
6914,IGHD3-22
6915,TNFAIP6
6916,GGACT
6917,S1PR4
6918,PDYN
6919,C17orf64
6920,YTHDC2
6921,MORC3
6922,AP1M1
6923,C3orf84
6924,UAP1L1
6925,KIAA1524
6926,COX6A2
6927,G3BP2
6928,ETNPPL
6929,JUP
6930,CECR1
6931,SIN3A
6932,ARPC1B
6933,MYO7B
6934,TMEM8A
6935,MYLIP
6936,GRIA1
6937,SLC25A40
6938,CTSE
6939,MIR3652
6940,MRGPRD
6941,USP41
6942,NOBOX
6943,ANKRD13A
6944,FABP7
6945,CLHC1
6946,DMPK
6947,SSUH2
6948,DCAF15
6949,SAMD8
6950,FN3K
6951,RAB9A
6952,IFNK
6953,GATM
6954,F2R
6955,NTF3
6956,TRAPPC6A
6957,FERMT2
6958,SRGAP2B
6959,SIGMAR1
6960,PEBP1
6961,FABP1
6962,OR4P4
6963,CBWD7
6964,TPK1
6965,CLEC19A
6966,IPPK
6967,TNFSF4
6968,SLC39A12
6969,OR1L1
6970,KIAA0907
6971,PPIH
6972,PSAP
6973,OR52N1
6974,RP11-619A10.1
6975,TESPA1
6976,SQSTM1
6977,WDR64
6978,SUMO3
6979,ABRA
6980,IGLV2-23
6981,RDH5
6982,MIR7112
6983,UBC
6984,MIR628
6985,PTEN
6986,MEGF10
6987,AC007326.11
6988,CDKL5
6989,GRM5
6990,HDAC9
6991,FGF12
6992,PRDM16
6993,SLC19A2
6994,WBP2
6995,MIR6125
6996,POP5
6997,BFAR
6998,TRPV6
6999,CKMT2
7000,BCS1L
7001,ZSCAN5A
7002,XRCC5
7003,FAM156A
7004,CLIC3
7005,ZCCHC5
7006,C17orf80
7007,UNCX
7008,COL24A1
7009,TRIM13
7010,TUB
7011,MIR6734
7012,SERINC5
7013,MIR6883
7014,RNF149
7015,SLC4A5
7016,TIMELESS
7017,ZBTB5
7018,CBX5
7019,CRB1
7020,PTPRC
7021,OR10Q1
7022,OR2L8
7023,HERC1
7024,RORC
7025,CYP2R1
7026,NDUFS4
7027,FBXO17
7028,SUGP2
7029,DONSON
7030,SFTA2
7031,C9orf3
7032,MEGF11
7033,FHOD1
7034,PRH2
7035,CNTNAP1
7036,ZDHHC21
7037,MIR7110
7038,NPIPA1
7039,SPATA31E1
7040,LIN7A
7041,KLB
7042,RP5-864K19.6
7043,VSX1
7044,UBE2QL1
7045,CCDC73
7046,TNNC1
7047,TRAJ58
7048,PRAMEF19
7049,CORT
7050,MYL3
7051,ZFP28
7052,MYO9B
7053,ADGRE2
7054,RTL1
7055,ESRRB
7056,UBR5
7057,TMEM230
7058,PLN
7059,MTG1
7060,SLC25A32
7061,TIAF1
7062,PTK6
7063,PHC1
7064,LRRIQ4
7065,PCDH11X
7066,HHLA1
7067,PPP2R2C
7068,NCBP2L
7069,DOK5
7070,FAIM
7071,SPINK4
7072,UQCR11
7073,PLEKHF1
7074,MIR1304
7075,PROZ
7076,COPB1
7077,CPT1C
7078,ALX3
7079,ZBTB39
7080,MRPL12
7081,NECAB2
7082,MS4A18
7083,CCDC85B
7084,ACSM2B
7085,C5orf58
7086,OR10G8
7087,NIPA2
7088,ATG9A
7089,CTB-60B18.10
7090,HLA-DRB3
7091,UBL3
7092,STK40
7093,RFXANK
7094,RNF225
7095,WDR97
7096,PNOC
7097,E2F7
7098,EIF1B
7099,IPO13
7100,RNASE2
7101,ME1
7102,L1CAM
7103,NAT14
7104,SMIM3
7105,FAM25G
7106,CNN1
7107,TLR3
7108,CDSN
7109,UNC93A
7110,MTERF3
7111,EPHA8
7112,BTBD1
7113,MPHOSPH9
7114,RHEB
7115,RP11-599B13.6
7116,CFAP20
7117,CABP5
7118,STK11IP
7119,PDZRN4
7120,KISS1
7121,CDH2
7122,GAK
7123,MIR6743
7124,CETN3
7125,OR2A5
7126,MTPAP
7127,F12
7128,IGHD3-3
7129,ZNF705E
7130,CIRBP
7131,EDN3
7132,WWOX
7133,SPRR1A
7134,TCL1A
7135,TTL
7136,BATF
7137,RSPH6A
