,ENST00000477988.1,ENST00000561385.5,ENST00000284509.10,ENST00000262262.4,ENST00000598473.1,ENST00000378962.3,ENST00000515859.5,ENST00000507316.1,ENST00000537784.5,ENST00000611771.1,ENST00000592205.5,ENST00000233997.3,ENST00000367279.8,ENST00000309017.7,ENST00000468385.1,ENST00000304639.3,ENST00000381501.7,ENST00000376581.9,ENST00000373304.3,ENST00000393118.6,ENST00000531348.5,ENST00000216336.2,ENST00000257818.2,ENST00000215855.6,ENST00000281938.6,ENST00000304625.2,ENST00000282026.1,ENST00000261233.8,ENST00000448387.6,ENST00000359135.7,ENST00000381297.9,ENST00000427103.5,ENST00000367814.8,ENST00000527615.5,ENST00000430686.2,ENST00000264824.4,ENST00000241453.11,ENST00000380987.2,ENST00000346128.10,ENST00000400007.8,ENST00000245479.2,ENST00000355530.6,ENST00000633060.1,ENST00000620695.2,ENST00000612677.4,ENST00000554578.5,ENST00000293373.10,ENST00000563039.2,ENST00000360121.4
AML383,0.0,0.0008965013440000786,0.01620446025167742,0.012376273515398476,0.002545193402414465,0.03761496472370702,0.0,0.0,0.02646942653084853,0.02724702363825126,0.10702809902074197,0.15671100205154284,0.025292162512073516,0.01124458479976109,0.005465443784506937,0.02440403978394768,0.0015720392203694821,0.0,0.0038432830230468473,0.0,0.0,0.288839860352874,0.011649086925318563,0.0,0.0,0.2646899699643556,0.008113676294609391,0.018878791082926036,0.054833741187226635,0.0,0.053062151388949534,0.020075876082655694,0.046307130663015915,0.0006042876507531157,0.0014729820807157744,0.017192813936586875,0.06488759410371937,0.0652804256562372,0.0,0.0,0.0,0.019837309658585846,0.10702809902074197,0.156538412842235,0.01297054274935427,0.025415093855469088,0.016799213004296966,0.01037653474842495,0.024677727289963355
AML384,0.08517148298627232,0.0006289814121488398,0.014090429938481407,0.011068797378516923,0.002458948271494537,0.03776157546461683,0.0,0.0,0.029170344485910375,0.023271031271783003,0.0962094685221465,0.1570085110838449,0.03126432537796244,0.009614310828463675,0.0048566208488873466,0.026083766664545895,0.0024893058398063744,0.0,0.004652886570546358,0.0,0.0,0.32148973337269093,0.011500810532985354,0.0,0.0,0.3292705873504014,0.00782896655265144,0.01752417580415197,0.047939925542751706,0.0,0.056857503934004384,0.02084218614480262,0.049627478275465764,0.0007154261485617162,0.0020964023321910657,0.01871932323567295,0.0606284720107456,0.06769890715625966,0.0,0.0,0.0,0.02246131277474949,0.0962094685221465,0.15683559422141774,0.011828817136975834,0.0289744760158996,0.0165173872628723,0.00792880777934807,0.02644467063129038
AML385,0.0,0.00031022453873076546,0.005566953168237617,0.04592554734927226,0.008672956877759118,0.12194524987523213,0.0,0.0,0.010354488260152247,0.044480055226658106,0.12639347446106816,0.19747026631762085,0.021496285870808596,0.011710706899040805,0.007996179294363505,0.010116939248908146,0.003089846574276492,0.0,0.006363753158921045,0.0,0.0,0.2014428583205173,0.024667063681313314,0.0,0.0,0.08885053116835213,0.004330661196770299,0.014390784410508266,0.13014471388698423,0.0,0.04127165610963618,0.05454276834622471,0.08576130879172059,0.002051531421672507,0.0019852454033742082,0.02010770306292901,0.036923826245546125,0.04816591945172819,0.0,0.0,0.0,0.03355720486710452,0.12639347446106816,0.19725278805075122,0.011579782459780892,0.010305266487346497,0.011809501992371489,0.03530988758394836,0.06457686917288014
AML386,0.0,0.00027548348930299355,0.006026301533467811,0.03578553137549796,0.00625782228166783,0.1162697235097306,0.0,0.0,0.010743756992788943,0.03516748432557641,0.10903206952672403,0.23955607695863135,0.015451381141788647,0.009531176173358804,0.006430460971144763,0.011070517754830773,0.0030731838820860155,0.0,0.006402373505400074,0.0,0.0,0.22200250532906443,0.026528102773068777,0.0,0.0,0.09498777579762206,0.004959015710997769,0.013588531772927088,0.11105987606619913,0.0,0.04238754604250493,0.04883080213900682,0.0807919069475637,0.0013914132477644413,0.0017413941842290648,0.02591343341216296,0.03811699439544451,0.0436601597098322,0.0,0.0,0.0,0.03640148934795478,0.10903206952672403,0.23929224868004254,0.010982622120225532,0.011459776466322711,0.010998376296228806,0.02834066706719285,0.06307182127584339
AML387,0.0,0.0005423611561433364,0.0052131224172374405,0.04269888445423941,0.00904434260033569,0.12284599087569671,0.0,0.0,0.011085442302441408,0.045824867990028266,0.1279647572172604,0.18814255649623493,0.022561227413499436,0.011014222203955827,0.008699430589689168,0.010466225171810086,0.0033494139959470396,0.0,0.006837108041229784,0.0,0.0,0.193336451104036,0.024491197243566982,0.0,0.0,0.08893194879715552,0.004556900372661595,0.015093509247139111,0.1324390897344942,0.0,0.042844697377816786,0.052289156736959726,0.09019246163202879,0.00265928457677984,0.0034001901245833866,0.020834683224602985,0.04326123045247328,0.045657340733799186,0.0,0.0,0.0,0.03549132315766589,0.1279647572172604,0.18793535103753864,0.01481442042683036,0.011091015933695535,0.012031310727147113,0.030657015572374095,0.06550061786575663
AML388,0.0,0.0004021139457081069,0.005614537175490883,0.05353001254872887,0.009726900373028455,0.12639158150256175,0.0,0.0,0.014278832844664,0.044981144207675475,0.13352231659547464,0.2097756350735051,0.020271099744543473,0.011879551854525244,0.007772709938819817,0.011453951729288647,0.0037122273580924244,0.0,0.005298426650283183,0.0,0.0,0.22731948499667132,0.02679017630294837,0.0,0.0,0.09823516763741948,0.005401615404601099,0.01677371040753322,0.1302697788560706,0.0,0.042144766166433145,0.05460628108319747,0.08324676446272322,0.0012900164201531926,0.0020306824829327444,0.022671466141121158,0.04494604120661258,0.04864066817165258,0.0,0.0,1.070357187646056e-05,0.031607242874468144,0.13352231659547464,0.20954460463840213,0.01314928653033899,0.013714561163847295,0.014361040791437994,0.032516169011547094,0.06589668930629804
AML389,0.0,0.00042060066391951494,0.00929128409318571,0.05035928178367163,0.008225524447638055,0.12856956848877635,0.0,0.0,0.012245862914974467,0.03939593184423292,0.12058037480820062,0.22017192692468215,0.018262291889874237,0.01067230895782816,0.007262430926541791,0.011262312985930984,0.0031295553907098863,0.0,0.005737616167956879,0.0,0.0,0.2311534659158845,0.026481504223053023,0.0,0.0,0.09643005297904092,0.005360842808954644,0.016107011345959193,0.12698573876603522,0.0,0.044171711065709746,0.04895642833618053,0.08349528222155982,0.0019823963883539592,0.0016744521122400704,0.02329030026820359,0.04663757979896177,0.0473698218427628,0.0,0.0,0.0,0.027640171120776554,0.12058037480820062,0.21992944682895013,0.012399267740868601,0.011949584305495638,0.014816251661443494,0.030850233991312266,0.0704269445387576
AML390,0.0,0.0004385501393483541,0.008358206390117936,0.05211620100073412,0.009979446852486432,0.12459908475453423,0.0,0.0,0.013565195125862854,0.044012456191865716,0.1472346294846543,0.22750292990766463,0.020712422278514258,0.012860075919978948,0.008488389321007735,0.010073285119624112,0.004375811036172792,0.0,0.006376057394399439,0.0,0.0,0.21503497722359158,0.029432965567010864,0.0,0.0,0.09016143659267956,0.005654442790641394,0.016034888575162495,0.13673556185094968,0.0,0.043137756481033226,0.054455744549271115,0.09671737575468865,0.0020418915427255655,0.0020386766524081216,0.021822174826375527,0.040298232584506384,0.053184986177141715,0.0,0.0,0.0,0.03244078216116923,0.1472346294846543,0.22725237602010115,0.01501756885127245,0.011980329360521097,0.014835161379090566,0.03225879010927941,0.07050403615416481
AML391,0.0,0.00033821291460244104,0.007463915797629037,0.054694474207703965,0.008826868535747661,0.11353024515470655,0.0,0.0,0.013292728391741396,0.03605304782777798,0.13236105440061866,0.23589508496618986,0.017190033178954345,0.01050069855819612,0.006280499630196607,0.013071514672773314,0.0032181200377904176,0.0,0.006284504377956221,0.0,0.0,0.2678356676055195,0.03357273455698072,0.0,0.0,0.09827489133544899,0.005009157082632109,0.017380475871726395,0.10916237430957176,0.0,0.038703448664440344,0.044437502373493865,0.08772287966324113,0.0009953997874649033,0.0017903661277140688,0.020850308327359963,0.03899893068530305,0.04707087463764365,0.0,0.0,0.0,0.031695051618974276,0.13236105440061866,0.23563528861710817,0.013371641809418501,0.011261092378170412,0.012220877031378623,0.03394069830224121,0.06714749223188654
AML392,0.0,0.0004134709106538815,0.006532398785697322,0.05180593956264062,0.010055607300009622,0.11279506631647196,0.0,0.0,0.014023974370403978,0.03742294076751917,0.14027112882096066,0.22722234632339752,0.01803774762561223,0.011072849824978831,0.007030924749951962,0.011253170741970228,0.003402571387710056,0.0,0.007270771110817769,0.0,0.0,0.26312757213181487,0.032125303905042625,0.0,0.0,0.10003920069293358,0.005114773104830497,0.016804967365054248,0.10888035243833052,0.0,0.038787876187369195,0.059854819774110134,0.0864865850314757,0.0018438571157287473,0.0023083230851999553,0.019690128283534364,0.04085183104810708,0.04611393905352552,0.0,0.0,0.0,0.030235308159772056,0.14027112882096066,0.22697210144859203,0.01389499624525041,0.014796730390657334,0.012154656560756831,0.034498619300967946,0.06806705041105236
AML393,0.0,0.00034065535846756437,0.008363267664040845,0.05525510370083582,0.010507753061885922,0.10828799701599749,0.0,0.0,0.014519487073710619,0.03886872321169019,0.1492317354856328,0.23546256785665118,0.01660422833095738,0.011127870133793245,0.0070432199867582175,0.010186764133625896,0.0030240093906544335,0.0,0.0075343613969459464,0.0,0.0,0.25826292273381174,0.032568311396001234,0.0,0.0,0.10210789520733506,0.0051037714234000225,0.016546360262179306,0.11047007343088931,0.0,0.038861331095791776,0.05298039467573637,0.07886380612141516,0.0017291013585719233,0.0027383375575930325,0.020907440178450715,0.036513564799360125,0.04920060782164336,0.0,0.0,0.0,0.031905509280718496,0.1492317354856328,0.23520324784799848,0.015182194375659201,0.012459139987651831,0.012652014990689877,0.03289753599589436,0.06765749743807298
AML394,0.0,0.00044819247601644277,0.007709020902086617,0.04565904135595306,0.009456153438570267,0.12954313222807842,0.0,0.0,0.014397471628036404,0.04450561344377841,0.1364810715005139,0.21218713305784664,0.018422783568682488,0.010449840701899867,0.007552472685863504,0.012610144308542627,0.003907889075776911,0.0,0.006763622856400136,0.0,0.0,0.21703395376469226,0.029615191910674573,0.0,0.0,0.09686883582471381,0.006012668623775316,0.016212806705311226,0.13542906479883673,0.0,0.044675648146825606,0.0572890396328416,0.08822796027558882,0.0016466226388918248,0.0015270269520699213,0.021665824025296675,0.0495195207402186,0.05436929933400014,0.0,0.0,0.0,0.031587962592038776,0.1364810715005139,0.21195344678795916,0.015092121312727809,0.014910153368271058,0.016050551163323188,0.03494809655053589,0.07099254832457873
AML395,0.0,0.0005055831841521106,0.007320443044697998,0.04964420129740844,0.008979664353442971,0.1286782198199788,0.0,0.0,0.014568389998975561,0.04317418200252565,0.13487279664811544,0.2288854382985499,0.019874721904340264,0.011967051540821621,0.007701913523432176,0.011194857726606403,0.0040177859729720765,0.0,0.007016132031421525,0.0,0.0,0.21628182008046606,0.029344118929505857,0.0,0.0,0.0993092217682826,0.005751499330209417,0.01577559268211006,0.13114442810600863,0.0,0.04550973191558273,0.054716358733501384,0.0751996265490569,0.0015132256005709393,0.002473891659955012,0.021293349029706424,0.04584292904144275,0.05757662041454514,0.0,0.0,0.0,0.03273124868210875,0.13487279664811544,0.2286333618246528,0.013910552782489122,0.012060119727875346,0.015771819921544115,0.033716455570191116,0.06994580404846738
AML396,0.0,0.00043481632497173694,0.007412362584874637,0.04232755341524562,0.008393866975262981,0.12515613833998224,0.0,0.0,0.015633332831834452,0.045035676526333765,0.13391287000095037,0.21895626356576578,0.021538530645509684,0.009872591977579451,0.006463563444774992,0.009862936740701815,0.004200879038206129,0.0,0.006056782486099553,0.0,0.0,0.23024330575080537,0.0286061050401562,0.0,0.0,0.0952477890959204,0.005917762044421089,0.015504585282295516,0.1296028437340228,0.0,0.0457333304843754,0.04534052345232755,0.07690581612664983,0.002147394542788669,0.0030160022774655742,0.02104296132010601,0.040589545833469354,0.05763013427707946,0.0,0.0,1.0322803290046599e-05,0.035476846085315504,0.13391287000095037,0.2187151223063321,0.012776792247519425,0.01350919132889183,0.016285801647923846,0.03486328767145802,0.06671921698223353
AML397,0.0,0.0007863140850548736,0.01861145893887843,0.012081201577213534,0.0016200423002184529,0.015263107416938535,0.0,0.0,0.03892545681983483,0.017256015670108562,0.10863239653366978,0.4437689587440996,0.026208226813473907,0.02119431875210452,0.006384133944735269,0.014766564667812076,0.0019126494666258781,0.0,0.008616475727311133,0.0,0.0,0.4222651710470833,0.029747837488627638,0.0,0.0,0.16969640848090492,0.010934917929139393,0.021370130655960256,0.03516108377006252,0.0,0.039946986254071934,0.024271624207529357,0.059342080476653215,0.0004561348233002064,0.0019311113340643518,0.054960915040746836,0.046045446914520505,0.02280773210182773,0.0,0.0,0.0,0.0780214247421614,0.10863239653366978,0.443280226410681,0.015306879855461763,0.019228491108882285,0.019073788789610843,0.011722148022426243,0.02773887088136405
AML398,0.02962888649326173,0.0005062566762532413,0.019450468031968936,0.010822041988646898,0.0015854712950074488,0.018608990930896248,0.0,0.0,0.03432665152835469,0.014669119798741236,0.08829857883718689,0.4564220530141708,0.029569900961192448,0.01891841782996048,0.004845062965674751,0.01567861910268433,0.0021608611564329096,0.0,0.008372903849762482,0.0,0.0,0.47806564940850915,0.026717253966653358,0.0,0.0,0.19448071884327073,0.010727125008540143,0.021102754591112147,0.03086319176657832,0.0,0.036881610173180146,0.028935748784730174,0.06076075254061836,0.0009706229090610731,0.0020448507570156502,0.05043512683964404,0.05967208177570002,0.024406734099498898,0.0,0.0,0.0,0.06998384031319972,0.08829857883718689,0.4559193855549041,0.01600057265426203,0.019052499162755643,0.016271141842040114,0.010257382992675337,0.026199259074981652
AML399,0.022863086737109666,0.0008475166818274072,0.03611949673341552,0.015388014602815261,0.0029739421199920573,0.04963024966928382,0.0,0.0,0.02795083900127872,0.012344043945194621,0.19215403371521766,0.5969105776568433,0.026840493556919254,0.01800506033878623,0.00883493455439676,0.05410930527782621,0.004390262216932012,0.0,0.010406938370336216,0.0,0.0,0.4774232751252463,0.027905929991474558,0.0,0.0,0.39426122906660227,0.011721193960663488,0.026750470360998632,0.026419757576866452,0.0,0.06355262990130249,0.0330338917542123,0.06754373443988637,0.0013923341356072666,0.0024054792030356693,0.03847050111335401,0.1018441158548249,0.04771426797309844,0.0,0.0,0.0,0.037772206697803457,0.19215403371521766,0.5962531871528159,0.023185177651462,0.03374475839932895,0.016215478778246268,0.018507625529230708,0.04486391606899037
AML400,0.0,0.000842108573087802,0.02832742254597495,0.015150889873740537,0.0029665531257529456,0.04989669518042385,0.0,0.0,0.029395005241032786,0.01235395086191353,0.21945054889211682,0.611630149701031,0.02834195637246824,0.01977377303296799,0.007254590044311587,0.057372052127747666,0.004567018626472285,0.0,0.00836230325008993,0.0,0.0,0.4801109033542656,0.03254909001716888,0.0,0.0,0.378738691944769,0.01158131487050807,0.028636219478086238,0.028542624185964545,0.0,0.06417774225586734,0.02921710786835593,0.06901196695142804,0.002101271744670091,0.0032195161029983824,0.03921032714481889,0.11074920492358949,0.03941991090931158,0.0,0.0,0.0,0.0395267367081641,0.21945054889211682,0.6109565482145761,0.024056637719713767,0.03705118611347742,0.017099949302721733,0.01698471052120508,0.04461019832560437
AML401,0.0,0.005566777899695215,0.014279348291395377,0.006539117626209195,0.0006797485397918329,0.05551729808713879,0.0,0.0,0.003826282642491901,0.005039236138184914,0.010520709360202718,0.0013680161114278742,0.001582410643027293,0.0007887811791413666,0.006690810153732383,0.053874947611910536,0.018885135270790537,0.0,0.020144955065792523,0.0,0.0,0.005986524283719679,0.015297164111255252,0.0,1.093005358537259e-05,0.385684732458208,0.006058726871136355,0.015138384080127434,0.00955396824828544,0.0,0.004743174495844035,0.0013142608138484366,0.01670017849102599,0.0025201783990347016,0.000746092209894188,0.009655370219332889,0.05108599916422738,0.014424413372198434,0.0,0.0,5.174466986104907e-06,0.002340766766134114,0.010520709360202718,0.0013665094857544953,0.001007728356755539,0.005793274288019162,0.007372984492911097,0.02287657266132572,0.04526675509148959
AML402,0.0,0.0,0.0,0.0,0.0,0.0005087339277928622,0.0,0.0,0.0,0.0,0.00013304891981973278,0.0025128202828136963,0.0013262919428400745,0.0,0.009988638250500382,0.0006330911101422285,0.0,0.0,8.44121480189638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002566585581657683,0.00039682223762517205,0.0,0.0,0.0006409546744350661,0.0005077893790966259,0.0,0.0,0.0,0.0,0.0,0.0011289021446674852,0.0,0.0,0.0,0.0,0.00013304891981973278,0.0025100528595947387,0.0,0.0,0.00032994057855964694,0.0,0.0014546218718672615
AML403,0.0,0.0036100465212726956,0.008114335675900438,0.0021821331945722777,0.001036894255797172,0.049525041051171115,0.0,0.0,0.0014476270276943236,0.008863326650037638,0.007241040423511153,0.0010592931892923945,0.0007771644012791832,0.0016816166658553333,0.004179419659341123,0.023215402387604875,0.012408521795481436,0.0,0.01951211515829743,0.00021004217010235664,0.0,0.06440501699386911,0.00961264290125334,0.0,0.0,0.23694423218004979,0.007310153792109643,0.01726664010114484,0.032031973840796375,0.0,0.0060592470501779775,0.0007729995045764713,0.0009736263135846987,0.00016037296655862252,0.0,0.003260317333175567,0.051099370906574244,0.010680518695900977,0.0,0.0,3.1334720162815024e-06,0.000183748001005899,0.007241040423511153,0.0010581265668372266,0.00012147041484670313,0.007710243058573771,0.01248776670686053,0.008641652479656429,0.02924510612453878
AML404,0.0,0.0,0.0,0.0,8.342324799452406e-05,0.0,0.0,0.0,0.0,0.0001517311469583034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013325172855341543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3040775385154344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.588392814890474e-05,0.0,0.0
AML405,0.0,0.004462684196183981,0.0,0.0,0.0,0.008307638148618412,0.0,0.0,0.0,0.0021601771095654033,0.0009148178057777487,0.0,0.0,0.00020811193908330458,0.007138769107386305,0.0003627506715965934,0.016337156714790035,0.0,0.01151128797866523,0.0,0.0,0.0,0.0017571008023515911,0.0,0.0,0.004353008059159121,0.0024265078708150503,0.000721319779255474,0.0044600157633718895,0.0,0.005570054840170799,0.00048492477450714307,0.0,0.00032908082765587644,0.007311036701676515,0.0,0.007782168093217037,0.0,0.0,0.0,0.0,0.0,0.0009148178057777487,0.0,0.0,0.0,0.0062241228819157135,0.0012685506486486374,0.007955889403162884
AML406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07319287816115881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006562045869514322,0.0,0.0
AML407,0.0,0.0015626801197648394,0.0021881650444041142,0.00031336893169044676,0.000667536506959693,0.012016089716616829,0.0,0.0,0.00026549917601497054,0.001649836426132087,0.00543819187896817,0.00025256084792251,9.35467847129011e-05,0.00041913846014680325,0.010915077340548859,0.018347025559430078,0.007112245012420045,0.0,0.004006415343741956,0.0,0.0,0.006265664361753736,0.00946672333476772,0.0,0.0,0.08784654819881262,0.003002422945399626,0.0062867237886671335,0.007073594222520929,0.0,0.0008768503838934547,0.0,0.0,0.0,0.00587176884241809,0.003969974579801975,0.0046234976738303134,0.0010155794017773162,9.604724908415789e-06,0.0,1.294964182513449e-05,0.0011254977323420633,0.00543819187896817,0.00025228269720893896,0.0,0.0012081892883212902,0.004118319935813984,0.0064833188966251865,0.0170089591355729
AML408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00825197055406437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AML409,0.0,0.007761216492636541,0.00423651951123407,0.0015444372666421466,0.0006263258394582171,0.013467823011725095,0.0,0.0,1.2870604002774906e-05,0.0045353146721161105,0.0020096174614210147,0.0,0.0006235443005080963,0.0003146102065294503,0.003942310889400388,0.0004626982138997579,0.012021812102197478,0.0,0.013778124591681679,0.0,0.0,0.0006074812436320673,0.005478560302974548,0.0,0.0,0.018045230342090556,0.00615888838771975,0.009302856500405314,0.015309241710415708,0.0,0.004623729046328961,0.0,0.0,0.0013525323682244078,0.0002858367344554489,0.005623610972448104,0.05533028928996791,0.0029844926069923844,0.0,0.0,0.0,0.00019720754987736085,0.0020096174614210147,0.0,0.0,0.002413059039578484,0.012798912731926487,0.012405206296028048,0.03840113287857346
AML410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007593573968225013,0.0,0.0,0.0,0.0048338255497974636,0.0,0.0,0.0,0.14166163201226495,0.0,0.1888920496272271,41.71095384292974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032220110095043724
AML411,0.0,0.001117561087453975,0.00024169247845659593,0.001550702004480105,0.00025505885383477264,0.0061641803962757665,0.0,0.0,0.001132120759566472,0.0016746931802116584,0.0024216922461190713,0.0001861395331094958,0.0012040715254623044,0.0006277821491167007,0.016298650199573744,0.003550759323851815,0.00376170077569784,0.0,0.006208245861828958,0.0004619728913633544,0.0,0.0009235697840826734,0.002468626521655564,0.0,0.0,0.03175584753784453,0.0022882570604373944,0.002646996374857723,0.007476738476478477,2.1617895325918225e-05,0.01011761746925775,8.955946980548124e-06,0.0,4.051804320641092e-05,4.6560550615089e-05,0.0037781638965016444,0.004242462047080145,0.0,0.0,0.0,1.840628228334986e-05,0.0,0.0024216922461190713,0.0001859345336236924,0.0,0.0006563858888610711,0.01188192068231154,0.017076791779182043,0.03866145257193596
AML412,0.0,0.0,0.0,0.0,0.0,0.000668629749346647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008433168009777531,0.0,0.0,0.0,0.055879708848139004,0.0,0.0,0.0,0.12722036311892962,0.0,0.0,0.9515576494917575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020014217886901863,0.0,0.0015642095441634354
AML413,0.0,0.009237516009524268,0.0037194564295001185,0.0,0.0,0.007900907155205661,0.0,0.0,0.0,0.003411947905127669,0.0019000644996180049,0.0,0.002442353964845888,0.00025934744923072846,0.02239407781458359,0.0,0.002978316070549823,0.0,0.009824705731830365,0.0,0.0,0.0001780530901447288,0.005161400581398664,0.0,0.0,0.011527453811119985,0.0025199123990922064,0.0020909265261736536,0.01139092054763018,0.0,0.012242725176921154,0.0013294807042815472,0.0,0.0,0.0,0.014285123680618957,0.006380313292954082,0.0029556616978235056,0.0,0.0,0.0,0.0,0.0019000644996180049,0.0,0.0,0.0,0.014806125660188695,0.015193799632954565,0.041192662469470884
AML414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02642175461588053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017294645124415045,0.0,0.0,0.0,0.014551470200918503,0.0,0.0,0.0,0.16449837574558826,0.0,0.0,4.290445073976638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002206716699544588,0.0,0.000862328806001323
AML415,0.0,0.014956187393359806,0.009608313435457008,0.0,0.00028922201888248374,0.014778341346085912,0.0,0.0,0.0003645243303356144,0.009486259698076854,0.0027141283116986006,5.0255115960175794e-05,0.0024012248423434194,0.0008232495436812224,0.010310587787192333,0.001645994645240091,0.020493572310706788,0.0,0.014552280863558548,0.0,0.0,0.0052363741449314456,0.017062903866895764,0.0,0.0,0.01816924858399639,0.008854493024030635,0.009632954696151276,0.030766796859192782,0.0001225672278407275,0.009891813288695655,0.0,0.0,0.0004403074229505364,0.00087994961729497,0.013111189881785714,0.04558139017587944,0.0021197729608485485,0.0,0.0,5.797683817842717e-05,0.00033997840301668204,0.0027141283116986006,5.0199768916166786e-05,0.0,0.001413600075074742,0.016882372352447106,0.021253276369109467,0.06772413396744026
AML416,0.0,0.0005498912354590957,0.0,0.0,0.0004016020380795807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005345648750113337,0.0,0.0,0.0,0.006229866909904759,0.0,0.0,0.0,0.45819846429542893,0.0,0.0,15.082037450826098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012394089008095676
AML417,0.0,0.0026850087849675987,0.011015110023756906,0.001502813489367579,0.0006638606845103338,0.025518376121201242,0.0,0.0,0.0009402432102087945,0.0070170684318394076,0.03004975270775462,0.004046200187324726,0.0014272011545727826,0.0002372727197987532,0.011013897811357871,0.04081023980786359,0.006838960454416317,0.0,0.01254599100529885,0.000642940359128158,0.0,0.04142007944841018,0.011694980900069407,0.0,0.0,0.26548452634252756,0.005872889781140068,0.008668451762294877,0.022227616164218995,0.0,0.007802839759995564,0.0002420686096199582,0.005447412572081767,0.0002332273649610433,0.0010487303180607263,0.010890115074698618,0.0885872739055247,0.00647784806624558,0.0,0.0,6.141974671476935e-06,0.004412054946572461,0.03004975270775462,0.00404174401971754,0.0008390061423266549,0.002536658863274423,0.006990497363841555,0.011401019767608664,0.03576787324544676
AML418,0.0,0.0,0.0,0.0,0.0,0.0010449962196885554,0.0,0.0,0.0,0.0,4.743676214945377,0.23516309195718568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038108291025911574,0.001619769248547527,0.0,0.0,0.0005201758960227475,0.0,0.0010118695383727796,0.0,0.0,0.012639286829069243,0.0,0.0,0.0,0.0,0.004551978131299667,0.0,34.74626118362095,0.0,0.0,0.0,0.0,4.743676214945377,0.23490410176780552,0.0,0.0,6.256013003391618e-05,0.0,0.0009507131258901391
AML419,0.0,0.0030995255062190767,0.00725680631857787,0.0023209599237940574,0.003023150766464071,0.05715670751912044,0.0,0.0,0.00041617932902963104,0.007507966896586697,0.008323756412158715,0.0008584197050917638,0.000512520769091564,0.0012562081057458504,0.004983427855948268,0.015413562857688835,0.009690791241273103,0.0,0.024132313282530207,0.0,0.0,0.03168356229653856,0.01772979900051912,0.0,0.0,0.30468820903397886,0.012939148387326875,0.030183391961736396,0.02490741163810303,0.0,0.006947362793230954,0.0,0.0003765640632066074,0.00011225368412819951,0.00019068710644859542,0.0059476624081028166,0.06987604445605633,0.007329289107893866,0.0,0.0,0.0,0.00011763091928089732,0.008323756412158715,0.0008574743089407817,3.0013539012032564e-05,0.0038465976735975265,0.01832653734036361,0.020387957184048174,0.05265385840478188
AML420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212122607324602,0.0374324972537719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425191091179083,0.0,0.0,0.0,0.0,0.0,0.0035126818343033444,0.0,0.0,0.019116117186457077,0.00015858153100944733,0.0,0.0002690424588461413,0.0,0.0011534370371598696,0.0,14.702077375528646,0.0,0.0,0.0,0.0,1.212122607324602,0.037391272036532065,0.0,0.0,7.133519983437222e-05,0.0,0.0008672528114473721
