,transcript_ID
2631,ENST00000575170
2632,ENST00000576018
2633,ENST00000572781
2634,ENST00000574995
2635,ENST00000437198
2636,ENST00000420015
2637,ENST00000341484
2638,ENST00000539279
2639,ENST00000564904
2640,ENST00000396368
2641,ENST00000540441
2642,ENST00000552771
2643,ENST00000548025
2644,ENST00000551742
2645,ENST00000551878
2646,ENST00000552553
2647,ENST00000551579
2648,ENST00000636554
2649,ENST00000566108
2650,ENST00000315183
2651,ENST00000562829
2652,ENST00000395799
2653,ENST00000301011
2654,ENST00000452588
2655,ENST00000567085
2656,ENST00000568072
2657,ENST00000248104
2658,ENST00000389221
2659,ENST00000403703
2660,ENST00000562537
2661,ENST00000397464
2662,ENST00000508903
2663,ENST00000511095
2664,ENST00000402641
2665,ENST00000513783
2666,ENST00000515195
2667,ENST00000382757
2668,ENST00000509981
2669,ENST00000301712
2670,ENST00000502438
2671,ENST00000503648
2672,ENST00000566707
2673,ENST00000561783
2674,ENST00000397086
2675,ENST00000320225
2676,ENST00000566458
2677,ENST00000562205
2678,ENST00000566397
2679,ENST00000565678
2680,ENST00000561718
2681,ENST00000568631
2682,ENST00000569598
2683,ENST00000301730
2684,ENST00000567147
2685,ENST00000565243
2686,ENST00000565870
2687,ENST00000561518
2688,ENST00000564311
2689,ENST00000570051
2690,ENST00000564601
2691,ENST00000564764
2692,ENST00000566180
2693,ENST00000562690
2694,ENST00000569709
2695,ENST00000565333
2696,ENST00000563857
2697,ENST00000565589
2698,ENST00000564822
2699,ENST00000566783
2700,ENST00000576924
2701,ENST00000575009
2702,ENST00000575701
2703,ENST00000576894
2704,ENST00000630499
2705,ENST00000576415
2706,ENST00000571378
2707,ENST00000574340
2708,ENST00000570971
2709,ENST00000575870
2710,ENST00000573451
2711,ENST00000571372
2712,ENST00000570655
2713,ENST00000573498
2714,ENST00000572278
2715,ENST00000576076
2716,ENST00000572952
2717,ENST00000576674
2718,ENST00000574593
2719,ENST00000572883
2720,ENST00000572721
2721,ENST00000573311
2722,ENST00000571041
2723,ENST00000570705
2724,ENST00000576878
2725,ENST00000574331
2726,ENST00000574866
2727,ENST00000573692
2728,ENST00000570539
2729,ENST00000573583
2730,ENST00000396593
2731,ENST00000610831
2732,ENST00000614449
2733,ENST00000619881
2734,ENST00000618335
2735,ENST00000611932
2736,ENST00000311052
2737,ENST00000561530
2738,ENST00000567554
2739,ENST00000565287
2740,ENST00000567908
2741,ENST00000570125
2742,ENST00000568117
2743,ENST00000568968
2744,ENST00000563815
2745,ENST00000562843
2746,ENST00000569398
2747,ENST00000569572
2748,ENST00000562586
2749,ENST00000567626
2750,ENST00000396516
2751,ENST00000570918
2752,ENST00000575984
2753,ENST00000571405
2754,ENST00000570862
2755,ENST00000572938
2756,ENST00000571676
2757,ENST00000575041
2758,ENST00000576247
2759,ENST00000576009
2760,ENST00000572870
2761,ENST00000564882
2762,ENST00000564113
2763,ENST00000569444
2764,ENST00000563697
2765,ENST00000562715
2766,ENST00000563641
2767,ENST00000538472
2768,ENST00000563155
2769,ENST00000566021
2770,ENST00000562896
2771,ENST00000549337
2772,ENST00000547936
2773,ENST00000552535
2774,ENST00000546864
2775,ENST00000551678
2776,ENST00000548216
2777,ENST00000549219
2778,ENST00000381337
2779,ENST00000396083
2780,ENST00000570231
2781,ENST00000565248
2782,ENST00000569768
2783,ENST00000491718
2784,ENST00000450465
2785,ENST00000568903
2786,ENST00000567232
2787,ENST00000561726
2788,ENST00000568806
2789,ENST00000477487
2790,ENST00000462400
2791,ENST00000568750
2792,ENST00000563201
2793,ENST00000569376
2794,ENST00000569634
2795,ENST00000569098
2796,ENST00000464539
2797,ENST00000262519
2798,ENST00000452917
2799,ENST00000640410
2800,ENST00000254108
2801,ENST00000566605
2802,ENST00000487045
2803,ENST00000380244
2804,ENST00000487509
2805,ENST00000568685
2806,ENST00000487974
2807,ENST00000570090
2808,ENST00000474990
2809,ENST00000568901
2810,ENST00000564766
2811,ENST00000569760
2812,ENST00000483853
2813,ENST00000565858
2814,ENST00000251366
2815,ENST00000473183
2816,ENST00000566774
2817,ENST00000565213
2818,ENST00000562738
2819,ENST00000562567
2820,ENST00000569964
2821,ENST00000563159
2822,ENST00000564465
2823,ENST00000564382
2824,ENST00000562724
2825,ENST00000254940
2826,ENST00000569637
2827,ENST00000254941
2828,ENST00000565034
2829,ENST00000563364
2830,ENST00000562131
2831,ENST00000567202
2832,ENST00000562523
2833,ENST00000360900
2834,ENST00000625049
2835,ENST00000546093
2836,ENST00000381214
2837,ENST00000543303
2838,ENST00000566050
2839,ENST00000634347
2840,ENST00000567539
2841,ENST00000562096
2842,ENST00000562940
2843,ENST00000566469
2844,ENST00000569000
2845,ENST00000568798
2846,ENST00000562994
2847,ENST00000561522
2848,ENST00000564364
2849,ENST00000568037
2850,ENST00000561989
2851,ENST00000565482
2852,ENST00000561848
2853,ENST00000569435
2854,ENST00000564161
2855,ENST00000564341
2856,ENST00000563382
2857,ENST00000566496
2858,ENST00000565583
2859,ENST00000566317
2860,ENST00000566660
2861,ENST00000419291
2862,ENST00000411789
2863,ENST00000547152
2864,ENST00000358691
2865,ENST00000579953
2866,ENST00000580168
2867,ENST00000416426
2868,ENST00000284073
2869,ENST00000442934
2870,ENST00000579505
2871,ENST00000579466
2872,ENST00000250113
2873,ENST00000576861
2874,ENST00000570555
2875,ENST00000603067
2876,ENST00000540306
2877,ENST00000262415
2878,ENST00000587044
2879,ENST00000290341
2880,ENST00000431824
2881,ENST00000515586
2882,ENST00000499130
2883,ENST00000581776
2884,ENST00000582453
2885,ENST00000322684
2886,ENST00000579590
2887,ENST00000579180
2888,ENST00000579205
2889,ENST00000582772
2890,ENST00000417253
2891,ENST00000580662
2892,ENST00000584641
2893,ENST00000581159
2894,ENST00000580963
2895,ENST00000007699
2896,ENST00000571834
2897,ENST00000571485
2898,ENST00000571464
2899,ENST00000570720
2900,ENST00000570627
2901,ENST00000571127
2902,ENST00000573057
2903,ENST00000571079
2904,ENST00000573957
2905,ENST00000574490
2906,ENST00000576693
2907,ENST00000571597
2908,ENST00000575071
2909,ENST00000333775
2910,ENST00000575771
2911,ENST00000575208
2912,ENST00000576384
2913,ENST00000314616
2914,ENST00000347486
2915,ENST00000577713
2916,ENST00000584312
2917,ENST00000584285
2918,ENST00000577939
2919,ENST00000581908
2920,ENST00000585230
2921,ENST00000583972
2922,ENST00000580471
2923,ENST00000581510
2924,ENST00000583340
2925,ENST00000605844
2926,ENST00000604879
2927,ENST00000604434
2928,ENST00000603427
2929,ENST00000604360
2930,ENST00000605649
2931,ENST00000603393
2932,ENST00000603777
2933,ENST00000604841
2934,ENST00000605197
2935,ENST00000603346
2936,ENST00000604694
2937,ENST00000603967
2938,ENST00000604195
2939,ENST00000616596
2940,ENST00000620284
2941,ENST00000619262
2942,ENST00000615024
2943,ENST00000617591
2944,ENST00000618511
2945,ENST00000619828
2946,ENST00000612980
2947,ENST00000615288
2948,ENST00000619193
2949,ENST00000619368
2950,ENST00000619876
2951,ENST00000613308
2952,ENST00000615378
2953,ENST00000639942
2954,ENST00000592258
2955,ENST00000605777
2956,ENST00000589898
2957,ENST00000587574
2958,ENST00000510023
2959,ENST00000505562
2960,ENST00000330175
2961,ENST00000285206
2962,ENST00000508892
2963,ENST00000573376
2964,ENST00000503131
2965,ENST00000515816
2966,ENST00000503734
2967,ENST00000507043
2968,ENST00000511964
2969,ENST00000513474
2970,ENST00000575322
2971,ENST00000337714
2972,ENST00000571629
2973,ENST00000570423
2974,ENST00000575186
2975,ENST00000621116
2976,ENST00000573085
2977,ENST00000572814
2978,ENST00000574683
2979,ENST00000572557
2980,ENST00000481416
2981,ENST00000539273
2982,ENST00000576591
2983,ENST00000314126
2984,ENST00000572156
2985,ENST00000576295
2986,ENST00000573326
2987,ENST00000575032
2988,ENST00000572560
2989,ENST00000581523
2990,ENST00000579531
2991,ENST00000584476
2992,ENST00000579483
2993,ENST00000577241
2994,ENST00000583705
2995,ENST00000583821
2996,ENST00000578783
2997,ENST00000578938
2998,ENST00000582864
2999,ENST00000579861
3000,ENST00000344935
3001,ENST00000397671
3002,ENST00000589666
3003,ENST00000589790
3004,ENST00000587501
3005,ENST00000586527
3006,ENST00000592629
3007,ENST00000592074
3008,ENST00000586217
3009,ENST00000587258
3010,ENST00000300413
3011,ENST00000579618
3012,ENST00000582475
3013,ENST00000577906
3014,ENST00000406189
3015,ENST00000616921
3016,ENST00000591040
3017,ENST00000592416
3018,ENST00000589863
3019,ENST00000591666
3020,ENST00000292123
3021,ENST00000592224
3022,ENST00000586934
3023,ENST00000454510
3024,ENST00000588852
3025,ENST00000398148
3026,ENST00000619396
3027,ENST00000599395
3028,ENST00000595548
3029,ENST00000595258
3030,ENST00000407627
3031,ENST00000596459
3032,ENST00000593807
3033,ENST00000437766
3034,ENST00000357720
3035,ENST00000221504
3036,ENST00000593157
3037,ENST00000592062
3038,ENST00000588511
3039,ENST00000601545
3040,ENST00000243563
3041,ENST00000601393
3042,ENST00000356948
3043,ENST00000635647
3044,ENST00000627714
3045,ENST00000590887
3046,ENST00000349038
3047,ENST00000586481
3048,ENST00000586944
3049,ENST00000394601
3050,ENST00000589575
3051,ENST00000587191
3052,ENST00000587094
3053,ENST00000350092
3054,ENST00000592113
3055,ENST00000585535
3056,ENST00000621737
3057,ENST00000585956
3058,ENST00000587136
3059,ENST00000592804
3060,ENST00000585932
3061,ENST00000589883
3062,ENST00000585856
3063,ENST00000588030
3064,ENST00000588411
3065,ENST00000592467
3066,ENST00000591622
3067,ENST00000592051
3068,ENST00000589161
3069,ENST00000586472
3070,ENST00000589266
3071,ENST00000588090
3072,ENST00000592815
3073,ENST00000591935
3074,ENST00000586548
3075,ENST00000585913
3076,ENST00000585630
3077,ENST00000589710
3078,ENST00000628979
3079,ENST00000586773
3080,ENST00000587323
3081,ENST00000589686
3082,ENST00000592412
3083,ENST00000593128
3084,ENST00000593283
3085,ENST00000588230
3086,ENST00000591097
3087,ENST00000590704
3088,ENST00000413636
3089,ENST00000593093
3090,ENST00000590347
3091,ENST00000587169
3092,ENST00000593048
3093,ENST00000587896
3094,ENST00000320936
3095,ENST00000586636
3096,ENST00000591055
3097,ENST00000591376
3098,ENST00000589235
3099,ENST00000591659
3100,ENST00000585914
3101,ENST00000590171
3102,ENST00000588344
3103,ENST00000592234
3104,ENST00000444172
3105,ENST00000590188
3106,ENST00000588917
3107,ENST00000586555
3108,ENST00000621399
3109,ENST00000336761
3110,ENST00000233078
3111,ENST00000592522
3112,ENST00000586579
3113,ENST00000587079
3114,ENST00000592453
3115,ENST00000590419
3116,ENST00000587833
3117,ENST00000589484
3118,ENST00000585485
3119,ENST00000589874
3120,ENST00000402693
3121,ENST00000605173
3122,ENST00000252622
3123,ENST00000587502
3124,ENST00000591515
3125,ENST00000589532
3126,ENST00000585395
3127,ENST00000585409
3128,ENST00000591745
3129,ENST00000262961
3130,ENST00000438164
3131,ENST00000591965
3132,ENST00000592807
3133,ENST00000587212
3134,ENST00000586578
3135,ENST00000439086
3136,ENST00000592398
3137,ENST00000591712
3138,ENST00000252542
3139,ENST00000587802
3140,ENST00000589925
3141,ENST00000590000
3142,ENST00000585449
3143,ENST00000591123
3144,ENST00000592599
3145,ENST00000591101
3146,ENST00000591310
3147,ENST00000591120
3148,ENST00000590262
3149,ENST00000590485
3150,ENST00000592707
3151,ENST00000592396
3152,ENST00000589006
3153,ENST00000586281
3154,ENST00000591991
3155,ENST00000592555
3156,ENST00000590343
3157,ENST00000320699
3158,ENST00000589085
3159,ENST00000309061
3160,ENST00000589841
3161,ENST00000592468
3162,ENST00000591560
3163,ENST00000592673
3164,ENST00000590087
3165,ENST00000593229
3166,ENST00000590110
3167,ENST00000592491
3168,ENST00000585587
3169,ENST00000590681
3170,ENST00000589854
3171,ENST00000594745
3172,ENST00000597656
3173,ENST00000595223
3174,ENST00000594496
3175,ENST00000600480
3176,ENST00000599642
3177,ENST00000595112
3178,ENST00000597704
3179,ENST00000596154
3180,ENST00000595499
3181,ENST00000348943
3182,ENST00000597813
3183,ENST00000325495
3184,ENST00000600092
3185,ENST00000600806
3186,ENST00000620401
3187,ENST00000594907
3188,ENST00000596984
3189,ENST00000601645
3190,ENST00000593293
3191,ENST00000598367
3192,ENST00000597270
3193,ENST00000597081
3194,ENST00000598603
3195,ENST00000596295
3196,ENST00000598999
3197,ENST00000602219
3198,ENST00000253108
3199,ENST00000593054
3200,ENST00000590158
3201,ENST00000589454
3202,ENST00000587146
3203,ENST00000588709
3204,ENST00000589009
3205,ENST00000593066
3206,ENST00000589674
3207,ENST00000593095
3208,ENST00000587993
3209,ENST00000590940
3210,ENST00000587681
3211,ENST00000587168
3212,ENST00000592485
3213,ENST00000617231
3214,ENST00000293677
3215,ENST00000592208
3216,ENST00000611074
3217,ENST00000615032
3218,ENST00000585935
3219,ENST00000593136
3220,ENST00000591969
3221,ENST00000359227
3222,ENST00000438662
3223,ENST00000588853
3224,ENST00000592218
3225,ENST00000585435
3226,ENST00000586830
3227,ENST00000587487
3228,ENST00000592814
3229,ENST00000587633
3230,ENST00000593257
3231,ENST00000591717
3232,ENST00000588813
3233,ENST00000591425
3234,ENST00000592729
3235,ENST00000588746
3236,ENST00000586224
3237,ENST00000592892
3238,ENST00000585622
3239,ENST00000590812
3240,ENST00000588229
3241,ENST00000592606
3242,ENST00000546361
3243,ENST00000198939
3244,ENST00000597261
3245,ENST00000544299
3246,ENST00000600432
3247,ENST00000546538
3248,ENST00000551747
3249,ENST00000593829
3250,ENST00000252816
3251,ENST00000600289
3252,ENST00000594828
3253,ENST00000597776
3254,ENST00000593564
3255,ENST00000262803
3256,ENST00000599848
3257,ENST00000601981
3258,ENST00000594504
3259,ENST00000600012
3260,ENST00000600868
3261,ENST00000598209
3262,ENST00000600310
3263,ENST00000598471
3264,ENST00000601689
3265,ENST00000594243
3266,ENST00000596842
3267,ENST00000600689
3268,ENST00000588161
3269,ENST00000262633
3270,ENST00000592202
3271,ENST00000586618
3272,ENST00000589559
3273,ENST00000592526
3274,ENST00000589871
3275,ENST00000591057
3276,ENST00000591084
3277,ENST00000590135
3278,ENST00000585554
3279,ENST00000412391
3280,ENST00000591855
3281,ENST00000594792
3282,ENST00000600296
3283,ENST00000587987
3284,ENST00000589429
3285,ENST00000588980
3286,ENST00000378975
3287,ENST00000592913
3288,ENST00000292879
3289,ENST00000588892
3290,ENST00000586476
3291,ENST00000601236
3292,ENST00000585771
3293,ENST00000587886
3294,ENST00000588100
3295,ENST00000590650
3296,ENST00000221419
3297,ENST00000595443
3298,ENST00000595804
3299,ENST00000601449
3300,ENST00000388749
3301,ENST00000595164
3302,ENST00000597731
3303,ENST00000600873
3304,ENST00000601664
3305,ENST00000598985
3306,ENST00000601047
3307,ENST00000600233
3308,ENST00000601813
3309,ENST00000600741
3310,ENST00000602243
3311,ENST00000598913
3312,ENST00000314471
3313,ENST00000601613
3314,ENST00000599712
3315,ENST00000610417
3316,ENST00000611159
3317,ENST00000594204
3318,ENST00000596368
3319,ENST00000596319
3320,ENST00000600018
3321,ENST00000595476
3322,ENST00000598605
3323,ENST00000596271
3324,ENST00000597629
3325,ENST00000594045
3326,ENST00000594442
3327,ENST00000600033
3328,ENST00000601253
3329,ENST00000597353
3330,ENST00000599362
3331,ENST00000599570
3332,ENST00000598923
3333,ENST00000600456
3334,ENST00000598452
3335,ENST00000596860
3336,ENST00000342669
3337,ENST00000585392
3338,ENST00000587367
3339,ENST00000588599
3340,ENST00000391932
3341,ENST00000588301
3342,ENST00000590212
3343,ENST00000587579
3344,ENST00000263257
3345,ENST00000596784
3346,ENST00000599462
3347,ENST00000253048
3348,ENST00000601973
3349,ENST00000594019
3350,ENST00000597069
3351,ENST00000595341
3352,ENST00000601065
3353,ENST00000598984
3354,ENST00000598441
3355,ENST00000597936
3356,ENST00000221448
3357,ENST00000401730
3358,ENST00000595231
3359,ENST00000601411
3360,ENST00000599687
3361,ENST00000544278
3362,ENST00000611161
3363,ENST00000450554
3364,ENST00000308924
3365,ENST00000588850
3366,ENST00000587196
3367,ENST00000592867
3368,ENST00000592874
3369,ENST00000590551
3370,ENST00000587275
3371,ENST00000374114
3372,ENST00000359646
3373,ENST00000374104
3374,ENST00000375114
3375,ENST00000246194
3376,ENST00000489384
3377,ENST00000490798
3378,ENST00000372819
3379,ENST00000372826
3380,ENST00000381342
3381,ENST00000438552
3382,ENST00000474384
3383,ENST00000377943
3384,ENST00000246071
3385,ENST00000478522
3386,ENST00000448364
3387,ENST00000413297
3388,ENST00000333552
3389,ENST00000442805
3390,ENST00000493399
3391,ENST00000488227
3392,ENST00000481580
3393,ENST00000424458
3394,ENST00000431148
3395,ENST00000435161
3396,ENST00000639702
3397,ENST00000463004
3398,ENST00000461283
3399,ENST00000253363
3400,ENST00000361162
3401,ENST00000338163
3402,ENST00000403542
3403,ENST00000528062
3404,ENST00000495293
3405,ENST00000476806
3406,ENST00000444878
3407,ENST00000429968
3408,ENST00000492779
3409,ENST00000496183
3410,ENST00000482563
3411,ENST00000490354
3412,ENST00000465158
3413,ENST00000448303
3414,ENST00000470563
3415,ENST00000615771
3416,ENST00000471635
3417,ENST00000468086
3418,ENST00000475651
3419,ENST00000490484
3420,ENST00000494274
3421,ENST00000374038
3422,ENST00000412738
3423,ENST00000434927
3424,ENST00000425184
3425,ENST00000481037
3426,ENST00000455343
3427,ENST00000416108
3428,ENST00000477334
3429,ENST00000426951
3430,ENST00000442447
3431,ENST00000449489
3432,ENST00000433027
3433,ENST00000487604
3434,ENST00000453310
3435,ENST00000498280
3436,ENST00000416529
3437,ENST00000397370
3438,ENST00000463098
3439,ENST00000461849
3440,ENST00000493853
3441,ENST00000217074
3442,ENST00000255136
3443,ENST00000537323
3444,ENST00000217073
3445,ENST00000481196
3446,ENST00000476056
3447,ENST00000372824
3448,ENST00000217075
3449,ENST00000479873
3450,ENST00000465761
3451,ENST00000474208
3452,ENST00000489068
3453,ENST00000372822
3454,ENST00000482486
3455,ENST00000356208
3456,ENST00000440234
3457,ENST00000342690
3458,ENST00000344785
3459,ENST00000371219
3460,ENST00000370339
3461,ENST00000370334
3462,ENST00000448100
3463,ENST00000355969
3464,ENST00000477340
3465,ENST00000357119
3466,ENST00000431125
3467,ENST00000369967
3468,ENST00000328969
3469,ENST00000472711
3470,ENST00000478385
3471,ENST00000468235
3472,ENST00000484569
3473,ENST00000357345
3474,ENST00000382491
3475,ENST00000438952
3476,ENST00000630077
3477,ENST00000382499
3478,ENST00000433931
3479,ENST00000418301
3480,ENST00000465077
3481,ENST00000400314
3482,ENST00000594149
3483,ENST00000628776
3484,ENST00000593338
3485,ENST00000400310
3486,ENST00000400308
3487,ENST00000400309
3488,ENST00000449640
3489,ENST00000498121
3490,ENST00000291688
3491,ENST00000397708
3492,ENST00000468643
3493,ENST00000468788
3494,ENST00000495055
3495,ENST00000461088
3496,ENST00000400577
3497,ENST00000475864
3498,ENST00000467445
3499,ENST00000464778
3500,ENST00000429236
3501,ENST00000456084
3502,ENST00000471250
3503,ENST00000478282
3504,ENST00000459639
3505,ENST00000464750
3506,ENST00000475639
3507,ENST00000380276
3508,ENST00000291552
3509,ENST00000398137
3510,ENST00000486519
3511,ENST00000463599
3512,ENST00000496462
3513,ENST00000468039
3514,ENST00000472191
3515,ENST00000609985
3516,ENST00000594320
3517,ENST00000610200
3518,ENST00000423045
3519,ENST00000481302
3520,ENST00000549265
3521,ENST00000400305
3522,ENST00000400304
3523,ENST00000468429
3524,ENST00000475402
3525,ENST00000467026
3526,ENST00000496607
3527,ENST00000486937
3528,ENST00000481113
3529,ENST00000494755
3530,ENST00000479557
3531,ENST00000426537
3532,ENST00000495475
3533,ENST00000344318
3534,ENST00000489010
3535,ENST00000445215
3536,ENST00000348657
3537,ENST00000252115
3538,ENST00000617178
3539,ENST00000451060
3540,ENST00000339677
3541,ENST00000491021
3542,ENST00000454057
3543,ENST00000252136
3544,ENST00000403707
3545,ENST00000480339
3546,ENST00000444845
3547,ENST00000404751
3548,ENST00000487668
3549,ENST00000439169
3550,ENST00000487378
3551,ENST00000444256
3552,ENST00000494820
3553,ENST00000492988
3554,ENST00000471040
3555,ENST00000488335
3556,ENST00000463710
3557,ENST00000459644
3558,ENST00000468917
3559,ENST00000480460
3560,ENST00000494641
3561,ENST00000464535
3562,ENST00000445045
3563,ENST00000400451
3564,ENST00000611540
3565,ENST00000403682
3566,ENST00000357502
3567,ENST00000493734
3568,ENST00000420626
3569,ENST00000437275
3570,ENST00000405993
3571,ENST00000476678
3572,ENST00000215829
3573,ENST00000468770
3574,ENST00000402849
3575,ENST00000404603
3576,ENST00000439775
3577,ENST00000444626
3578,ENST00000332050
3579,ENST00000629659
3580,ENST00000397938
3581,ENST00000436425
3582,ENST00000447973
3583,ENST00000485037
3584,ENST00000406548
3585,ENST00000437155
3586,ENST00000415761
3587,ENST00000331029
3588,ENST00000483415
3589,ENST00000414183
3590,ENST00000333395
3591,ENST00000455726
3592,ENST00000332035
3593,ENST00000493426
3594,ENST00000479135
3595,ENST00000469669
3596,ENST00000483629
3597,ENST00000360091
3598,ENST00000610553
3599,ENST00000215793
3600,ENST00000411423
3601,ENST00000444440
3602,ENST00000485618
3603,ENST00000498259
3604,ENST00000447376
3605,ENST00000471037
3606,ENST00000471342
3607,ENST00000463818
3608,ENST00000496189
3609,ENST00000352645
3610,ENST00000486331
3611,ENST00000306149
3612,ENST00000460790
3613,ENST00000323013
3614,ENST00000416699
3615,ENST00000483303
3616,ENST00000463133
3617,ENST00000545383
3618,ENST00000262794
3619,ENST00000419054
3620,ENST00000395854
3621,ENST00000395858
3622,ENST00000475190
3623,ENST00000540615
3624,ENST00000434497
3625,ENST00000395852
3626,ENST00000354853
3627,ENST00000615500
3628,ENST00000613637
3629,ENST00000627168
3630,ENST00000628264
3631,ENST00000627135
3632,ENST00000629100
3633,ENST00000625493
3634,ENST00000461975
3635,ENST00000432371
3636,ENST00000422140
3637,ENST00000460426
3638,ENST00000461523
3639,ENST00000469612
3640,ENST00000464396
3641,ENST00000420949
3642,ENST00000488552
3643,ENST00000472771
3644,ENST00000490256
3645,ENST00000469365
3646,ENST00000468706
3647,ENST00000454399
3648,ENST00000442290
3649,ENST00000461185
3650,ENST00000469088
3651,ENST00000475643
3652,ENST00000484363
3653,ENST00000449113
3654,ENST00000461315
3655,ENST00000472740
3656,ENST00000463922
3657,ENST00000491226
3658,ENST00000475926
3659,ENST00000486669
3660,ENST00000427729
3661,ENST00000444972
3662,ENST00000475431
3663,ENST00000481092
3664,ENST00000477509
3665,ENST00000483423
3666,ENST00000424446
3667,ENST00000473788
3668,ENST00000489745
3669,ENST00000476048
3670,ENST00000475756
3671,ENST00000488513
3672,ENST00000492177
3673,ENST00000449754
3674,ENST00000436805
3675,ENST00000473490
3676,ENST00000489106
3677,ENST00000481594
3678,ENST00000487302
3679,ENST00000426299
3680,ENST00000487636
3681,ENST00000493073
3682,ENST00000489362
3683,ENST00000477416
3684,ENST00000494003
3685,ENST00000488517
3686,ENST00000383592
3687,ENST00000418065
3688,ENST00000497633
3689,ENST00000484225
3690,ENST00000493718
3691,ENST00000491452
3692,ENST00000383586
3693,ENST00000486096
3694,ENST00000492458
3695,ENST00000462209
3696,ENST00000468855
3697,ENST00000478528
3698,ENST00000464257
3699,ENST00000453232
3700,ENST00000422639
3701,ENST00000464701
3702,ENST00000498679
3703,ENST00000477408
3704,ENST00000480241
3705,ENST00000429597
3706,ENST00000496697
3707,ENST00000483433
3708,ENST00000459761
3709,ENST00000478529
3710,ENST00000482076
3711,ENST00000492904
3712,ENST00000632165
3713,ENST00000633598
3714,ENST00000610719
3715,ENST00000632172
3716,ENST00000632305
3717,ENST00000631674
3718,ENST00000632526
3719,ENST00000633271
3720,ENST00000631406
3721,ENST00000632265
3722,ENST00000616775
3723,ENST00000619696
3724,ENST00000633293
3725,ENST00000620212
3726,ENST00000632883
3727,ENST00000633369
3728,ENST00000634018
3729,ENST00000632436
3730,ENST00000634185
3731,ENST00000615183
3732,ENST00000618929
3733,ENST00000634004
3734,ENST00000631868
3735,ENST00000633878
3736,ENST00000632565
3737,ENST00000632860
3738,ENST00000632938
3739,ENST00000632334
3740,ENST00000632446
3741,ENST00000632226
3742,ENST00000634095
3743,ENST00000632126
3744,ENST00000632474
3745,ENST00000633129
3746,ENST00000621511
3747,ENST00000631398
3748,ENST00000632479
3749,ENST00000632465
3750,ENST00000632628
3751,ENST00000633549
3752,ENST00000633811
3753,ENST00000632145
3754,ENST00000631396
3755,ENST00000631418
3756,ENST00000634121
3757,ENST00000631733
3758,ENST00000632094
3759,ENST00000632010
3760,ENST00000633837
3761,ENST00000617382
3762,ENST00000631959
3763,ENST00000633774
3764,ENST00000631553
3765,ENST00000634096
3766,ENST00000631821
3767,ENST00000631846
3768,ENST00000633578
3769,ENST00000631482
3770,ENST00000632472
3771,ENST00000634002
3772,ENST00000633762
3773,ENST00000633893
3774,ENST00000631976
3775,ENST00000616735
3776,ENST00000618461
3777,ENST00000632857
3778,ENST00000632922
3779,ENST00000633122
3780,ENST00000633612
3781,ENST00000634177
3782,ENST00000611538
3783,ENST00000632131
3784,ENST00000633984
3785,ENST00000634031
3786,ENST00000632708
3787,ENST00000632931
3788,ENST00000613554
3789,ENST00000622643
3790,ENST00000614111
3791,ENST00000622419
