,transcript_ID
1359,ENST00000487311
1360,ENST00000469602
1361,ENST00000478693
1362,ENST00000445337
1363,ENST00000477529
1364,ENST00000495327
1365,ENST00000487602
1366,ENST00000478061
1367,ENST00000488249
1368,ENST00000459726
1369,ENST00000473470
1370,ENST00000491203
1371,ENST00000498534
1372,ENST00000465721
1373,ENST00000275766
1374,ENST00000263549
1375,ENST00000473341
1376,ENST00000488726
1377,ENST00000489809
1378,ENST00000491598
1379,ENST00000484111
1380,ENST00000496624
1381,ENST00000489383
1382,ENST00000466597
1383,ENST00000470515
1384,ENST00000493262
1385,ENST00000467638
1386,ENST00000255977
1387,ENST00000475010
1388,ENST00000495305
1389,ENST00000474576
1390,ENST00000463142
1391,ENST00000468447
1392,ENST00000480552
1393,ENST00000496169
1394,ENST00000443720
1395,ENST00000471104
1396,ENST00000467513
1397,ENST00000494939
1398,ENST00000498535
1399,ENST00000473444
1400,ENST00000475180
1401,ENST00000481705
1402,ENST00000287912
1403,ENST00000392759
1404,ENST00000438356
1405,ENST00000341148
1406,ENST00000392755
1407,ENST00000397323
1408,ENST00000339877
1409,ENST00000320203
1410,ENST00000287771
1411,ENST00000517860
1412,ENST00000520161
1413,ENST00000523115
1414,ENST00000519647
1415,ENST00000521816
1416,ENST00000520191
1417,ENST00000523717
1418,ENST00000519359
1419,ENST00000522694
1420,ENST00000617200
1421,ENST00000623280
1422,ENST00000539294
1423,ENST00000621957
1424,ENST00000517371
1425,ENST00000615676
1426,ENST00000621413
1427,ENST00000612880
1428,ENST00000617952
1429,ENST00000619337
1430,ENST00000621890
1431,ENST00000613853
1432,ENST00000621820
1433,ENST00000522613
1434,ENST00000522455
1435,ENST00000521695
1436,ENST00000521268
1437,ENST00000518566
1438,ENST00000517988
1439,ENST00000517638
1440,ENST00000522647
1441,ENST00000523850
1442,ENST00000521376
1443,ENST00000355849
1444,ENST00000524199
1445,ENST00000520981
1446,ENST00000517394
1447,ENST00000262577
1448,ENST00000522708
1449,ENST00000522099
1450,ENST00000521370
1451,ENST00000523104
1452,ENST00000519657
1453,ENST00000520916
1454,ENST00000520971
1455,ENST00000311351
1456,ENST00000520755
1457,ENST00000522515
1458,ENST00000520286
1459,ENST00000523511
1460,ENST00000522282
1461,ENST00000519428
1462,ENST00000518373
1463,ENST00000518065
1464,ENST00000399300
1465,ENST00000517700
1466,ENST00000520961
1467,ENST00000627241
1468,ENST00000519109
1469,ENST00000518597
1470,ENST00000520560
1471,ENST00000521947
1472,ENST00000423620
1473,ENST00000433389
1474,ENST00000358397
1475,ENST00000454170
1476,ENST00000520385
1477,ENST00000522920
1478,ENST00000522756
1479,ENST00000519505
1480,ENST00000517610
1481,ENST00000517556
1482,ENST00000523347
1483,ENST00000518293
1484,ENST00000520868
1485,ENST00000318607
1486,ENST00000519004
1487,ENST00000522387
1488,ENST00000523636
1489,ENST00000517990
1490,ENST00000522658
1491,ENST00000610907
1492,ENST00000519848
1493,ENST00000517403
1494,ENST00000519596
1495,ENST00000518716
1496,ENST00000519622
1497,ENST00000519100
1498,ENST00000517921
1499,ENST00000523555
1500,ENST00000518196
1501,ENST00000521865
1502,ENST00000520142
1503,ENST00000522720
1504,ENST00000521067
1505,ENST00000520804
1506,ENST00000519363
1507,ENST00000519600
1508,ENST00000517859
1509,ENST00000524282
1510,ENST00000522079
1511,ENST00000522433
1512,ENST00000518728
1513,ENST00000521461
1514,ENST00000522578
1515,ENST00000528401
1516,ENST00000526683
1517,ENST00000453551
1518,ENST00000313352
1519,ENST00000456095
1520,ENST00000349157
1521,ENST00000527197
1522,ENST00000524570
1523,ENST00000532884
1524,ENST00000526459
1525,ENST00000527744
1526,ENST00000531951
1527,ENST00000528320
1528,ENST00000529999
1529,ENST00000528999
1530,ENST00000531897
1531,ENST00000529693
1532,ENST00000533162
1533,ENST00000527584
1534,ENST00000531995
1535,ENST00000532127
1536,ENST00000526151
1537,ENST00000533362
1538,ENST00000526007
1539,ENST00000524918
1540,ENST00000313028
1541,ENST00000525773
1542,ENST00000527262
1543,ENST00000528963
1544,ENST00000313059
1545,ENST00000533665
1546,ENST00000526985
1547,ENST00000525879
1548,ENST00000528625
1549,ENST00000525486
1550,ENST00000531537
1551,ENST00000529842
1552,ENST00000528914
1553,ENST00000528136
1554,ENST00000529311
1555,ENST00000528580
1556,ENST00000530478
1557,ENST00000532311
1558,ENST00000531707
1559,ENST00000534737
1560,ENST00000532660
1561,ENST00000380110
1562,ENST00000223951
1563,ENST00000544538
1564,ENST00000397312
1565,ENST00000380117
1566,ENST00000423281
1567,ENST00000440102
1568,ENST00000462649
1569,ENST00000541043
1570,ENST00000379923
1571,ENST00000309951
1572,ENST00000379825
1573,ENST00000436040
1574,ENST00000309615
1575,ENST00000494649
1576,ENST00000397172
1577,ENST00000379817
1578,ENST00000460940
1579,ENST00000465003
1580,ENST00000467331
1581,ENST00000472896
1582,ENST00000482687
1583,ENST00000483148
1584,ENST00000485479
1585,ENST00000379819
1586,ENST00000479656
1587,ENST00000468275
1588,ENST00000474658
1589,ENST00000463596
1590,ENST00000476858
1591,ENST00000379813
1592,ENST00000495360
1593,ENST00000486724
1594,ENST00000379812
1595,ENST00000473221
1596,ENST00000464632
1597,ENST00000478279
1598,ENST00000480031
1599,ENST00000477119
1600,ENST00000496030
1601,ENST00000460945
1602,ENST00000494973
1603,ENST00000473270
1604,ENST00000489583
1605,ENST00000376281
1606,ENST00000376263
1607,ENST00000351839
1608,ENST00000360384
1609,ENST00000493362
1610,ENST00000492865
1611,ENST00000481820
1612,ENST00000457156
1613,ENST00000472778
1614,ENST00000376256
1615,ENST00000483135
1616,ENST00000442668
1617,ENST00000358855
1618,ENST00000545444
1619,ENST00000463593
1620,ENST00000536593
1621,ENST00000545558
1622,ENST00000360868
1623,ENST00000544867
1624,ENST00000535387
1625,ENST00000542053
1626,ENST00000477862
1627,ENST00000432670
1628,ENST00000434228
1629,ENST00000538802
1630,ENST00000433029
1631,ENST00000467230
1632,ENST00000421075
1633,ENST00000445919
1634,ENST00000411621
1635,ENST00000535807
1636,ENST00000536624
1637,ENST00000542613
1638,ENST00000542573
1639,ENST00000543260
1640,ENST00000543985
1641,ENST00000544321
1642,ENST00000538215
1643,ENST00000482475
1644,ENST00000535649
1645,ENST00000417201
1646,ENST00000491850
1647,ENST00000483428
1648,ENST00000373670
1649,ENST00000498479
1650,ENST00000454740
1651,ENST00000357244
1652,ENST00000495727
1653,ENST00000423239
1654,ENST00000398671
1655,ENST00000335387
1656,ENST00000478216
1657,ENST00000471874
1658,ENST00000467100
1659,ENST00000319725
1660,ENST00000465949
1661,ENST00000487406
1662,ENST00000472006
1663,ENST00000492199
1664,ENST00000377604
1665,ENST00000345781
1666,ENST00000628161
1667,ENST00000329236
1668,ENST00000617377
1669,ENST00000372487
1670,ENST00000495517
1671,ENST00000372479
1672,ENST00000434854
1673,ENST00000370935
1674,ENST00000370927
1675,ENST00000338144
1676,ENST00000394363
1677,ENST00000432489
1678,ENST00000492263
1679,ENST00000538204
1680,ENST00000394311
1681,ENST00000370857
1682,ENST00000370853
1683,ENST00000370849
1684,ENST00000370839
1685,ENST00000370844
1686,ENST00000442191
1687,ENST00000465964
1688,ENST00000436215
1689,ENST00000380308
1690,ENST00000307771
1691,ENST00000468028
1692,ENST00000327968
1693,ENST00000496012
1694,ENST00000478410
1695,ENST00000472897
1696,ENST00000488216
1697,ENST00000466764
1698,ENST00000490127
1699,ENST00000491240
1700,ENST00000489344
1701,ENST00000376759
1702,ENST00000485213
1703,ENST00000376755
1704,ENST00000491236
1705,ENST00000354480
1706,ENST00000338957
1707,ENST00000535149
1708,ENST00000276079
1709,ENST00000373856
1710,ENST00000373841
1711,ENST00000474431
1712,ENST00000420903
1713,ENST00000472185
1714,ENST00000413858
1715,ENST00000486613
1716,ENST00000450092
1717,ENST00000454976
1718,ENST00000418921
1719,ENST00000471419
1720,ENST00000490044
1721,ENST00000473525
1722,ENST00000373521
1723,ENST00000373519
1724,ENST00000373105
1725,ENST00000312600
1726,ENST00000415585
1727,ENST00000372972
1728,ENST00000475126
1729,ENST00000413437
1730,ENST00000316594
1731,ENST00000474499
1732,ENST00000475556
1733,ENST00000485676
1734,ENST00000471079
1735,ENST00000639756
1736,ENST00000509000
1737,ENST00000424776
1738,ENST00000636792
1739,ENST00000276201
1740,ENST00000345865
1741,ENST00000619445
1742,ENST00000478840
1743,ENST00000371442
1744,ENST00000493879
1745,ENST00000493274
1746,ENST00000371317
1747,ENST00000371315
1748,ENST00000487133
1749,ENST00000484481
1750,ENST00000424799
1751,ENST00000305536
1752,ENST00000469953
1753,ENST00000370947
1754,ENST00000639890
1755,ENST00000487274
1756,ENST00000610637
1757,ENST00000421707
1758,ENST00000473364
1759,ENST00000535601
1760,ENST00000448450
1761,ENST00000425695
1762,ENST00000218364
1763,ENST00000561733
1764,ENST00000431446
1765,ENST00000496459
1766,ENST00000568578
1767,ENST00000419968
1768,ENST00000464781
1769,ENST00000320676
1770,ENST00000562646
1771,ENST00000565438
1772,ENST00000567262
1773,ENST00000563370
1774,ENST00000565907
1775,ENST00000621453
1776,ENST00000218200
1777,ENST00000370471
1778,ENST00000440235
1779,ENST00000616614
1780,ENST00000370477
1781,ENST00000621987
1782,ENST00000334557
1783,ENST00000439526
1784,ENST00000370475
1785,ENST00000616382
1786,ENST00000621447
1787,ENST00000495717
1788,ENST00000370470
1789,ENST00000620828
1790,ENST00000475038
1791,ENST00000611273
1792,ENST00000492846
1793,ENST00000463120
1794,ENST00000478848
1795,ENST00000620277
1796,ENST00000369550
1797,ENST00000475423
1798,ENST00000413910
1799,ENST00000473552
1800,ENST00000452771
1801,ENST00000437719
1802,ENST00000412124
1803,ENST00000484317
1804,ENST00000426673
1805,ENST00000475966
1806,ENST00000481062
1807,ENST00000492372
1808,ENST00000382653
1809,ENST00000382680
1810,ENST00000418956
1811,ENST00000470460
1812,ENST00000250831
1813,ENST00000315357
1814,ENST00000382365
1815,ENST00000446723
1816,ENST00000415508
1817,ENST00000382314
1818,ENST00000449750
1819,ENST00000382432
1820,ENST00000440066
1821,ENST00000382296
1822,ENST00000634662
1823,ENST00000383020
1824,ENST00000382639
1825,ENST00000439108
1826,ENST00000303902
1827,ENST00000619219
1828,ENST00000382707
1829,ENST00000361046
1830,ENST00000358944
1831,ENST00000382659
1832,ENST00000382658
1833,ENST00000303766
1834,ENST00000481858
1835,ENST00000454978
1836,ENST00000405239
1837,ENST00000540248
1838,ENST00000466332
1839,ENST00000382510
1840,ENST00000426000
1841,ENST00000620725
1842,ENST00000400493
1843,ENST00000449947
1844,ENST00000382449
1845,ENST00000382294
1846,ENST00000382306
1847,ENST00000382424
1848,ENST00000382431
1849,ENST00000382440
1850,ENST00000382433
1851,ENST00000373886
1852,ENST00000265997
1853,ENST00000361972
1854,ENST00000397167
1855,ENST00000379713
1856,ENST00000612396
1857,ENST00000476529
1858,ENST00000406525
1859,ENST00000481118
1860,ENST00000377304
1861,ENST00000374001
1862,ENST00000282641
1863,ENST00000395489
1864,ENST00000395495
1865,ENST00000373993
1866,ENST00000373995
1867,ENST00000373997
1868,ENST00000473480
1869,ENST00000414883
1870,ENST00000412050
1871,ENST00000614585
1872,ENST00000369797
1873,ENST00000369519
1874,ENST00000614908
1875,ENST00000316157
1876,ENST00000609318
1877,ENST00000448368
1878,ENST00000440895
1879,ENST00000608970
1880,ENST00000469487
1881,ENST00000412411
1882,ENST00000379888
1883,ENST00000437845
1884,ENST00000432931
1885,ENST00000446108
1886,ENST00000418631
1887,ENST00000467214
1888,ENST00000447032
1889,ENST00000481147
1890,ENST00000476706
1891,ENST00000465906
1892,ENST00000467080
1893,ENST00000496762
1894,ENST00000379711
1895,ENST00000379562
1896,ENST00000498098
1897,ENST00000463666
1898,ENST00000471320
1899,ENST00000460089
1900,ENST00000493816
1901,ENST00000606425
1902,ENST00000456217
1903,ENST00000607346
1904,ENST00000449529
1905,ENST00000444660
1906,ENST00000414939
1907,ENST00000443950
1908,ENST00000544000
1909,ENST00000357065
1910,ENST00000356053
1911,ENST00000337970
1912,ENST00000477108
1913,ENST00000498176
1914,ENST00000306006
1915,ENST00000374446
1916,ENST00000426961
1917,ENST00000535642
1918,ENST00000491188
1919,ENST00000493415
1920,ENST00000331173
1921,ENST00000476684
1922,ENST00000263103
1923,ENST00000469172
1924,ENST00000461310
1925,ENST00000265866
1926,ENST00000480987
1927,ENST00000486854
1928,ENST00000467249
1929,ENST00000354695
1930,ENST00000481819
1931,ENST00000491200
1932,ENST00000490442
1933,ENST00000478698
1934,ENST00000536391
1935,ENST00000630771
1936,ENST00000265872
1937,ENST00000538031
1938,ENST00000543719
1939,ENST00000541012
1940,ENST00000543229
1941,ENST00000539539
1942,ENST00000543225
1943,ENST00000536012
1944,ENST00000494903
1945,ENST00000540210
1946,ENST00000483264
1947,ENST00000479143
1948,ENST00000543706
1949,ENST00000539250
1950,ENST00000398676
1951,ENST00000480627
1952,ENST00000394919
1953,ENST00000342444
1954,ENST00000317168
1955,ENST00000534259
1956,ENST00000486689
1957,ENST00000530394
1958,ENST00000317126
1959,ENST00000394915
1960,ENST00000525286
1961,ENST00000526801
1962,ENST00000531048
1963,ENST00000461369
1964,ENST00000530461
1965,ENST00000527593
1966,ENST00000524829
1967,ENST00000532011
1968,ENST00000526751
1969,ENST00000492502
1970,ENST00000533958
1971,ENST00000413464
1972,ENST00000278070
1973,ENST00000370012
1974,ENST00000489648
1975,ENST00000462933
1976,ENST00000495914
1977,ENST00000493610
1978,ENST00000471061
1979,ENST00000490787
1980,ENST00000466959
1981,ENST00000478543
1982,ENST00000471172
1983,ENST00000480343
1984,ENST00000465774
1985,ENST00000369093
1986,ENST00000463089
1987,ENST00000489822
1988,ENST00000497671
1989,ENST00000470781
1990,ENST00000436547
1991,ENST00000369087
1992,ENST00000495821
1993,ENST00000470635
1994,ENST00000412524
1995,ENST00000369086
1996,ENST00000462373
1997,ENST00000479729
1998,ENST00000278590
1999,ENST00000306904
2000,ENST00000340437
2001,ENST00000394888
2002,ENST00000439958
2003,ENST00000494016
2004,ENST00000448745
2005,ENST00000537641
2006,ENST00000477890
2007,ENST00000544669
2008,ENST00000539952
2009,ENST00000535222
2010,ENST00000544990
2011,ENST00000544585
2012,ENST00000413232
2013,ENST00000537162
2014,ENST00000543545
2015,ENST00000541963
2016,ENST00000536548
2017,ENST00000450000
2018,ENST00000449811
2019,ENST00000413184
2020,ENST00000536145
2021,ENST00000545934
2022,ENST00000463244
2023,ENST00000626926
2024,ENST00000489728
2025,ENST00000474684
2026,ENST00000308436
2027,ENST00000476907
2028,ENST00000469480
2029,ENST00000463241
2030,ENST00000278279
2031,ENST00000494385
2032,ENST00000478537
2033,ENST00000301788
2034,ENST00000533442
2035,ENST00000525455
2036,ENST00000524819
2037,ENST00000531944
2038,ENST00000527435
2039,ENST00000531996
2040,ENST00000526368
2041,ENST00000377387
2042,ENST00000377390
2043,ENST00000227503
2044,ENST00000377394
2045,ENST00000448404
2046,ENST00000334944
2047,ENST00000443908
2048,ENST00000413725
2049,ENST00000433274
2050,ENST00000486867
2051,ENST00000477596
2052,ENST00000489544
2053,ENST00000486960
2054,ENST00000496969
2055,ENST00000626028
2056,ENST00000633899
2057,ENST00000413951
2058,ENST00000432725
2059,ENST00000482693
2060,ENST00000472725
2061,ENST00000463343
2062,ENST00000310137
2063,ENST00000393979
2064,ENST00000512283
2065,ENST00000409372
2066,ENST00000443702
2067,ENST00000409738
2068,ENST00000460762
2069,ENST00000461478
2070,ENST00000496694
2071,ENST00000310092
2072,ENST00000396053
2073,ENST00000408993
2074,ENST00000578778
2075,ENST00000483858
2076,ENST00000398692
2077,ENST00000510173
2078,ENST00000528039
2079,ENST00000506523
2080,ENST00000530235
2081,ENST00000532968
2082,ENST00000409406
2083,ENST00000515838
2084,ENST00000525754
2085,ENST00000310046
2086,ENST00000531969
2087,ENST00000534198
2088,ENST00000528106
2089,ENST00000529195
2090,ENST00000524637
2091,ENST00000531036
2092,ENST00000531188
2093,ENST00000529173
2094,ENST00000528439
2095,ENST00000530164
2096,ENST00000530721
2097,ENST00000422465
2098,ENST00000278572
2099,ENST00000532872
2100,ENST00000534440
2101,ENST00000527446
2102,ENST00000526608
2103,ENST00000527273
2104,ENST00000524851
2105,ENST00000526248
2106,ENST00000529285
2107,ENST00000534555
2108,ENST00000528847
2109,ENST00000525933
2110,ENST00000525690
2111,ENST00000530170
2112,ENST00000428149
2113,ENST00000429370
2114,ENST00000389568
2115,ENST00000260318
2116,ENST00000417449
2117,ENST00000393100
2118,ENST00000530933
2119,ENST00000528673
2120,ENST00000453089
2121,ENST00000540163
2122,ENST00000375490
2123,ENST00000624815
2124,ENST00000541475
2125,ENST00000544313
2126,ENST00000542140
2127,ENST00000544582
2128,ENST00000545678
2129,ENST00000538134
2130,ENST00000229214
2131,ENST00000359282
2132,ENST00000437231
2133,ENST00000447282
2134,ENST00000549863
2135,ENST00000359462
2136,ENST00000546463
2137,ENST00000552296
2138,ENST00000552819
2139,ENST00000455667
2140,ENST00000439930
2141,ENST00000548933
2142,ENST00000562264
2143,ENST00000550585
2144,ENST00000547859
2145,ENST00000547048
2146,ENST00000550733
2147,ENST00000293618
2148,ENST00000429001
2149,ENST00000398473
2150,ENST00000614335
2151,ENST00000518444
2152,ENST00000347328
2153,ENST00000520064
2154,ENST00000228284
2155,ENST00000546728
2156,ENST00000431469
2157,ENST00000546815
2158,ENST00000545145
2159,ENST00000392561
2160,ENST00000261741
2161,ENST00000527158
2162,ENST00000229239
2163,ENST00000496049
2164,ENST00000396856
2165,ENST00000492719
2166,ENST00000396861
2167,ENST00000474249
2168,ENST00000466588
2169,ENST00000396859
2170,ENST00000466525
2171,ENST00000396858
2172,ENST00000619601
2173,ENST00000266529
2174,ENST00000552673
2175,ENST00000552235
2176,ENST00000548022
2177,ENST00000551102
2178,ENST00000550522
2179,ENST00000548174
2180,ENST00000548697
2181,ENST00000548993
2182,ENST00000522085
2183,ENST00000615080
2184,ENST00000551886
2185,ENST00000523389
2186,ENST00000518561
2187,ENST00000550260
2188,ENST00000517559
2189,ENST00000552445
2190,ENST00000521120
2191,ENST00000262056
2192,ENST00000551527
2193,ENST00000549077
2194,ENST00000549645
2195,ENST00000551002
2196,ENST00000420463
2197,ENST00000416762
2198,ENST00000550704
2199,ENST00000549481
2200,ENST00000552490
2201,ENST00000550390
2202,ENST00000550025
2203,ENST00000553209
2204,ENST00000549592
2205,ENST00000550520
2206,ENST00000550192
2207,ENST00000551104
2208,ENST00000552980
2209,ENST00000550910
2210,ENST00000546652
2211,ENST00000548190
2212,ENST00000547987
2213,ENST00000553064
2214,ENST00000549272
2215,ENST00000546500
2216,ENST00000547708
2217,ENST00000547566
2218,ENST00000547870
2219,ENST00000340913
2220,ENST00000551702
2221,ENST00000330752
2222,ENST00000547276
2223,ENST00000548688
2224,ENST00000550994
2225,ENST00000550482
2226,ENST00000551679
2227,ENST00000551665
2228,ENST00000551803
2229,ENST00000257940
2230,ENST00000552345
2231,ENST00000549973
2232,ENST00000551880
2233,ENST00000546903
2234,ENST00000262031
2235,ENST00000552247
2236,ENST00000551369
2237,ENST00000552916
2238,ENST00000549945
2239,ENST00000550726
2240,ENST00000542360
2241,ENST00000639027
2242,ENST00000552228
2243,ENST00000308330
2244,ENST00000541171
2245,ENST00000542032
2246,ENST00000544506
2247,ENST00000539442
2248,ENST00000545026
2249,ENST00000435070
2250,ENST00000550075
2251,ENST00000456847
2252,ENST00000266679
2253,ENST00000550987
2254,ENST00000551516
2255,ENST00000547486
2256,ENST00000438169
2257,ENST00000551070
2258,ENST00000550023
2259,ENST00000550898
2260,ENST00000266735
2261,ENST00000551316
2262,ENST00000553192
2263,ENST00000552085
2264,ENST00000549580
2265,ENST00000547397
2266,ENST00000548582
2267,ENST00000547528
2268,ENST00000619503
2269,ENST00000546808
2270,ENST00000548077
2271,ENST00000548119
2272,ENST00000550322
2273,ENST00000551416
2274,ENST00000550619
2275,ENST00000552221
2276,ENST00000546611
2277,ENST00000553232
2278,ENST00000552384
2279,ENST00000552386
2280,ENST00000546876
2281,ENST00000257552
2282,ENST00000546985
2283,ENST00000546622
2284,ENST00000604567
2285,ENST00000542440
2286,ENST00000267197
2287,ENST00000619791
2288,ENST00000526639
2289,ENST00000529904
2290,ENST00000529201
2291,ENST00000412157
2292,ENST00000350887
2293,ENST00000503791
2294,ENST00000380958
2295,ENST00000399613
2296,ENST00000261488
2297,ENST00000379161
2298,ENST00000242848
2299,ENST00000282007
2300,ENST00000470308
2301,ENST00000397601
2302,ENST00000343600
2303,ENST00000376673
2304,ENST00000469707
2305,ENST00000345429
2306,ENST00000449284
2307,ENST00000497722
2308,ENST00000635251
2309,ENST00000471658
2310,ENST00000492741
2311,ENST00000635562
2312,ENST00000338910
2313,ENST00000619300
2314,ENST00000427943
2315,ENST00000281589
2316,ENST00000381140
2317,ENST00000435781
2318,ENST00000419181
2319,ENST00000438571
2320,ENST00000640289
2321,ENST00000466776
2322,ENST00000470606
2323,ENST00000493903
2324,ENST00000482655
2325,ENST00000483842
2326,ENST00000482207
2327,ENST00000464597
2328,ENST00000428921
2329,ENST00000357495
2330,ENST00000449987
2331,ENST00000438724
2332,ENST00000622611
2333,ENST00000267229
2334,ENST00000438737
2335,ENST00000461008
2336,ENST00000472143
2337,ENST00000267291
2338,ENST00000557515
2339,ENST00000473758
2340,ENST00000338631
2341,ENST00000357481
2342,ENST00000605057
2343,ENST00000262710
2344,ENST00000457657
2345,ENST00000397341
2346,ENST00000555053
2347,ENST00000555566
2348,ENST00000553721
2349,ENST00000557432
2350,ENST00000555352
2351,ENST00000336053
2352,ENST00000554969
2353,ENST00000556142
2354,ENST00000554455
2355,ENST00000449098
2356,ENST00000430246
2357,ENST00000553753
2358,ENST00000555914
2359,ENST00000555309
2360,ENST00000557442
2361,ENST00000556628
2362,ENST00000555883
2363,ENST00000556513
2364,ENST00000557201
2365,ENST00000553300
2366,ENST00000556897
2367,ENST00000420743
2368,ENST00000554539
2369,ENST00000554383
2370,ENST00000555215
2371,ENST00000555137
2372,ENST00000554891
2373,ENST00000556226
2374,ENST00000555176
2375,ENST00000553614
2376,ENST00000483536
2377,ENST00000465357
2378,ENST00000539517
2379,ENST00000449198
2380,ENST00000347476
2381,ENST00000546546
2382,ENST00000549146
2383,ENST00000549571
2384,ENST00000344429
2385,ENST00000547619
2386,ENST00000554335
2387,ENST00000251091
2388,ENST00000392067
2389,ENST00000631086
2390,ENST00000555112
2391,ENST00000555091
2392,ENST00000555192
2393,ENST00000556069
2394,ENST00000553988
2395,ENST00000555719
2396,ENST00000256383
2397,ENST00000556724
2398,ENST00000557310
2399,ENST00000466499
2400,ENST00000555876
2401,ENST00000251038
2402,ENST00000302216
2403,ENST00000556945
2404,ENST00000557607
2405,ENST00000555755
2406,ENST00000393514
2407,ENST00000336693
2408,ENST00000556000
2409,ENST00000318308
2410,ENST00000555900
2411,ENST00000406216
2412,ENST00000554020
2413,ENST00000553365
2414,ENST00000262715
2415,ENST00000555008
2416,ENST00000555727
2417,ENST00000556935
2418,ENST00000553984
2419,ENST00000557314
2420,ENST00000556488
2421,ENST00000471684
2422,ENST00000557627
2423,ENST00000556549
2424,ENST00000553444
2425,ENST00000557157
2426,ENST00000555585
2427,ENST00000554417
2428,ENST00000557336
2429,ENST00000557768
2430,ENST00000557033
2431,ENST00000555127
2432,ENST00000359890
2433,ENST00000555209
2434,ENST00000557667
2435,ENST00000399922
2436,ENST00000346528
2437,ENST00000542016
2438,ENST00000553884
2439,ENST00000556838
2440,ENST00000557245
2441,ENST00000557127
2442,ENST00000307814
2443,ENST00000556186
2444,ENST00000557403
2445,ENST00000553738
2446,ENST00000555722
2447,ENST00000553920
2448,ENST00000557227
2449,ENST00000555714
2450,ENST00000554256
2451,ENST00000556687
2452,ENST00000553902
2453,ENST00000554955
2454,ENST00000556984
2455,ENST00000557549
2456,ENST00000555676
2457,ENST00000557571
2458,ENST00000556862
2459,ENST00000557464
2460,ENST00000554618
2461,ENST00000556365
2462,ENST00000553876
2463,ENST00000555691
2464,ENST00000553777
2465,ENST00000555478
2466,ENST00000555395
2467,ENST00000554680
2468,ENST00000553790
2469,ENST00000556052
2470,ENST00000557039
2471,ENST00000555807
2472,ENST00000553501
2473,ENST00000554979
2474,ENST00000554708
2475,ENST00000216727
2476,ENST00000397276
2477,ENST00000556821
2478,ENST00000556809
2479,ENST00000557702
2480,ENST00000554062
2481,ENST00000553960
2482,ENST00000555295
2483,ENST00000574031
2484,ENST00000551754
2485,ENST00000547415
2486,ENST00000557692
2487,ENST00000557013
2488,ENST00000554587
2489,ENST00000554332
2490,ENST00000555997
2491,ENST00000439696
2492,ENST00000336440
2493,ENST00000557086
2494,ENST00000557022
2495,ENST00000553375
2496,ENST00000261973
2497,ENST00000527432
2498,ENST00000531500
2499,ENST00000532683
2500,ENST00000525321
2501,ENST00000526754
2502,ENST00000525161
2503,ENST00000528081
2504,ENST00000532192
2505,ENST00000532483
2506,ENST00000527449
2507,ENST00000530978
2508,ENST00000554602
2509,ENST00000553495
2510,ENST00000556158
2511,ENST00000555799
2512,ENST00000557693
2513,ENST00000555120
2514,ENST00000557605
2515,ENST00000556110
2516,ENST00000557047
2517,ENST00000557737
2518,ENST00000555792
2519,ENST00000555851
2520,ENST00000557491
2521,ENST00000568252
2522,ENST00000568945
2523,ENST00000400098
2524,ENST00000400100
2525,ENST00000400097
2526,ENST00000553597
2527,ENST00000560606
2528,ENST00000300069
2529,ENST00000614918
2530,ENST00000611031
2531,ENST00000617958
2532,ENST00000615198
2533,ENST00000620182
2534,ENST00000617522
2535,ENST00000569257
2536,ENST00000567678
2537,ENST00000570112
2538,ENST00000314520
2539,ENST00000564592
2540,ENST00000390687
2541,ENST00000584968
2542,ENST00000346403
2543,ENST00000554227
2544,ENST00000579070
2545,ENST00000577565
2546,ENST00000220496
2547,ENST00000561110
2548,ENST00000559238
2549,ENST00000558727
2550,ENST00000560645
2551,ENST00000560065
2552,ENST00000561018
2553,ENST00000559310
2554,ENST00000560301
2555,ENST00000558769
2556,ENST00000627802
2557,ENST00000561044
2558,ENST00000324324
2559,ENST00000558289
2560,ENST00000560530
2561,ENST00000267836
2562,ENST00000560172
2563,ENST00000620867
2564,ENST00000616409
2565,ENST00000559057
2566,ENST00000558395
2567,ENST00000560513
2568,ENST00000561301
2569,ENST00000561351
2570,ENST00000610570
2571,ENST00000557868
2572,ENST00000559862
2573,ENST00000560157
2574,ENST00000561151
2575,ENST00000380516
2576,ENST00000432750
2577,ENST00000560494
2578,ENST00000492526
2579,ENST00000493062
2580,ENST00000557924
2581,ENST00000558052
2582,ENST00000560695
2583,ENST00000557791
2584,ENST00000558734
2585,ENST00000497088
2586,ENST00000558756
2587,ENST00000249736
2588,ENST00000473359
2589,ENST00000559305
2590,ENST00000480144
2591,ENST00000628684
2592,ENST00000559880
2593,ENST00000558486
2594,ENST00000560682
2595,ENST00000557950
2596,ENST00000560532
2597,ENST00000559261
2598,ENST00000560012
2599,ENST00000484498
2600,ENST00000474342
2601,ENST00000299213
2602,ENST00000559316
2603,ENST00000560052
2604,ENST00000344870
2605,ENST00000559140
2606,ENST00000560840
2607,ENST00000559215
2608,ENST00000258886
2609,ENST00000558525
2610,ENST00000560440
2611,ENST00000558570
2612,ENST00000560454
2613,ENST00000559427
2614,ENST00000559676
2615,ENST00000559091
2616,ENST00000329713
2617,ENST00000558133
2618,ENST00000618698
2619,ENST00000618449
2620,ENST00000611163
2621,ENST00000616959
2622,ENST00000617462
2623,ENST00000614977
2624,ENST00000570205
2625,ENST00000568994
2626,ENST00000566716
2627,ENST00000563519
2628,ENST00000301740
2629,ENST00000355758
2630,ENST00000571198
